pmid,pmc,title,journal,doi,issn,publisher
15035603.0,,Absence of large-scale displacement of quinone QB in bacterial photosynthetic reaction centers.,Biochemistry,10.1021/bi049811w,0006-2960,American Chemical Society (ACS)
15946951.0,,Crystal structure of isoaspartyl aminopeptidase in complex with L-aspartate.,J Biol Chem,10.1074/jbc.M504501200,0021-9258,Elsevier BV
28290497.0,5349539.0,Structural Basis of Eco1-Mediated Cohesin Acetylation.,Sci Rep,10.1038/srep44313,2045-2322,Springer Science and Business Media LLC
31558743.0,6763467.0,Structural insight into glucose repression of the mannitol operon.,Sci Rep,10.1038/s41598-019-50249-2,2045-2322,Springer Science and Business Media LLC
23746359.0,,Examining the role of intersubunit contacts in catalysis by 3-deoxy-d-manno-octulosonate 8-phosphate synthase.,Biochemistry,10.1021/bi400521f,1520-4995,American Chemical Society (ACS)
18495156.0,,Structure of the dissimilatory sulfite reductase from the hyperthermophilic archaeon Archaeoglobus fulgidus.,J Mol Biol,10.1016/j.jmb.2008.04.027,1089-8638,Elsevier BV
20929736.0,3079386.0,Structure of a eukaryotic CLC transporter defines an intermediate state in the transport cycle.,Science,10.1126/science.1195230,1095-9203,American Association for the Advancement of Science (AAAS)
18092812.0,,Crystal structure of a molybdopterin synthase-precursor Z complex: insight into its sulfur transfer mechanism and its role in molybdenum cofactor deficiency.,Biochemistry,10.1021/bi701734g,0006-2960,American Chemical Society (ACS)
16226039.0,,"Purification, crystallization, and properties of F1-ATPase complexes from the thermoalkaliphilic Bacillus sp. strain TA2.A1.",J Struct Biol,10.1016/j.jsb.2005.08.005,1047-8477,Elsevier BV
20069616.0,2913414.0,Nanoscale flexibility parameters of Alzheimer amyloid fibrils determined by electron cryo-microscopy.,Angew Chem Int Ed Engl,10.1002/anie.200904781,1521-3773,Wiley
15388917.0,,Structure of the CoA transferase from pig heart to 1.7 A resolution.,Acta Crystallogr D Biol Crystallogr,10.1107/S0907444904017974,0907-4449,International Union of Crystallography (IUCr)
29784975.0,5970066.0,A unique cytoplasmic ATPase complex defines the Legionella pneumophila type IV secretion channel.,Nat Microbiol,10.1038/s41564-018-0165-z,2058-5276,Springer Science and Business Media LLC
21293373.0,3429598.0,Femtosecond X-ray protein nanocrystallography.,Nature,10.1038/nature09750,1476-4687,Springer Science and Business Media LLC
21483814.0,3069055.0,"Structural asymmetry of phosphodiesterase-9, potential protonation of a glutamic acid, and role of the invariant glutamine.",PLoS One,10.1371/journal.pone.0018092,1932-6203,Public Library of Science (PLoS)
38195598.0,10776679.0,Overcoming resolution attenuation during tilted cryo-EM data collection.,Nat Commun,10.1038/s41467-023-44555-7,2041-1723,Springer Science and Business Media LLC
23895222.0,,Mining the bacterial unknown proteome: identification and characterization of a novel family of highly conserved protective antigens in Staphylococcus aureus.,Biochem J,10.1042/BJ20130540,1470-8728,Portland Press Ltd.
24607143.0,4010090.0,Crystal structure of vaccinia virus mRNA capping enzyme provides insights into the mechanism and evolution of the capping apparatus.,Structure,10.1016/j.str.2013.12.014,1878-4186,Elsevier BV
22168821.0,3281791.0,Structural comparison of tRNA m(1)A58 methyltransferases revealed different molecular strategies to maintain their oligomeric architecture under extreme conditions.,BMC Struct Biol,10.1186/1472-6807-11-48,1472-6807,Springer Science and Business Media LLC
26914985.0,4885110.0,Structure-Based Design of an in Vivo Active Selective BRD9 Inhibitor.,J Med Chem,10.1021/acs.jmedchem.5b01865,1520-4804,American Chemical Society (ACS)
26944342.0,4858950.0,Novel Entropically Driven Conformation-specific Interactions with Tomm34 Protein Modulate Hsp70 Protein Folding and ATPase Activities.,Mol Cell Proteomics,10.1074/mcp.M116.058131,1535-9484,Elsevier BV
19666563.0,2728976.0,Structural organization of box C/D RNA-guided RNA methyltransferase.,Proc Natl Acad Sci U S A,10.1073/pnas.0905128106,1091-6490,Proceedings of the National Academy of Sciences
28334829.0,5435946.0,Structure of the Sac3 RNA-binding M-region in the Saccharomyces cerevisiae TREX-2 complex.,Nucleic Acids Res,10.1093/nar/gkx158,1362-4962,Oxford University Press (OUP)
24572362.0,3968801.0,Crystal structure of the plant dual-affinity nitrate transporter NRT1.1.,Nature,10.1038/nature13074,1476-4687,Springer Science and Business Media LLC
22474346.0,3341074.0,Structure of p73 DNA-binding domain tetramer modulates p73 transactivation.,Proc Natl Acad Sci U S A,10.1073/pnas.1115463109,1091-6490,Proceedings of the National Academy of Sciences
21399621.0,3077248.0,Structure and function of a HECT domain ubiquitin-binding site.,EMBO Rep,10.1038/embor.2011.23,1469-3178,Springer Science and Business Media LLC
24189229.0,3817691.0,An estimated 5% of new protein structures solved today represent a new Pfam family.,Acta Crystallogr D Biol Crystallogr,10.1107/S0907444913027157,1399-0047,International Union of Crystallography (IUCr)
30679631.0,6345869.0,Exosomes Cause Preterm Birth in Mice: Evidence for Paracrine Signaling in Pregnancy.,Sci Rep,10.1038/s41598-018-37002-x,2045-2322,Springer Science and Business Media LLC
15713478.0,,A time-resolved investigation of ribosomal subunit association.,J Mol Biol,10.1016/j.jmb.2004.12.054,0022-2836,Elsevier BV
19923747.0,2777055.0,Crystallization and initial X-ray diffraction study of the three PASTA domains of the Ser/Thr kinase Stk1 from the human pathogen Staphylococcus aureus.,Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S174430910904250X,1744-3091,International Union of Crystallography (IUCr)
19255464.0,2650453.0,Structure of a D-tagatose 3-epimerase-related protein from the hyperthermophilic bacterium Thermotoga maritima.,Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S1744309109002115,1744-3091,International Union of Crystallography (IUCr)
28365387.0,,Structural analysis and insight into Zika virus NS5 mediated interferon inhibition.,Infect Genet Evol,10.1016/j.meegid.2017.03.027,1567-7257,Elsevier BV
12928438.0,,Structural insights and biological effects of glycogen synthase kinase 3-specific inhibitor AR-A014418.,J Biol Chem,10.1074/jbc.M306268200,0021-9258,Elsevier BV
24863636.0,,Structure of the effector-binding domain of deoxyribonucleoside regulator DeoR from Bacillus subtilis.,FEBS J,10.1111/febs.12856,1742-4658,Wiley
11101901.0,,Crystal structure of the bacterial protein export chaperone secB.,Nat Struct Biol,10.1038/82040,1072-8368,Springer Science and Business Media LLC
23824602.0,3822002.0,Phage display to identify Nedd8-mimicking peptides as inhibitors of the Nedd8 transfer cascade.,Chembiochem,10.1002/cbic.201300234,1439-7633,Wiley
31416931.0,,Cryo-EM structures capture the transport cycle of the P4-ATPase flippase.,Science,10.1126/science.aay3353,1095-9203,American Association for the Advancement of Science (AAAS)
18757563.0,2586582.0,All-atom computer simulations of amyloid fibrils disaggregation.,Biophys J,10.1529/biophysj.108.131672,1542-0086,Elsevier BV
23820574.0,,Novel N-hydroxyfurylacrylamide-based histone deacetylase (HDAC) inhibitors with branched CAP group (Part 2).,Bioorg Med Chem,10.1016/j.bmc.2013.06.009,1464-3391,Elsevier BV
25112866.0,4175340.0,"Oligomeric state of purified transient receptor potential melastatin-1 (TRPM1), a protein essential for dim light vision.",J Biol Chem,10.1074/jbc.M114.593780,1083-351X,Elsevier BV
17480000.0,,Single-walled tubulin ring polymers.,Biopolymers,10.1002/bip.20752,0006-3525,Wiley
30423558.0,,High-Conductance Channel Formation in Yeast Mitochondria is Mediated by F-ATP Synthase e and g Subunits.,Cell Physiol Biochem,10.1159/000494864,1421-9778,S. Karger AG
26331548.0,,Computational design of co-assembling protein-DNA nanowires.,Nature,10.1038/nature14874,1476-4687,Springer Science and Business Media LLC
26171785.0,4718643.0,Characterization of a Mannose-6-Phosphate Isomerase from Bacillus amyloliquefaciens and Its Application in Fructose-6-Phosphate Production.,PLoS One,10.1371/journal.pone.0131585,1932-6203,Public Library of Science (PLoS)
17932790.0,,"Structural and transcriptional analyses of a purine nucleotide-binding protein from Pyrococcus furiosus: a component of a novel, membrane-bound multiprotein complex unique to this hyperthermophilic archaeon.",J Struct Funct Genomics,10.1007/s10969-007-9026-3,1345-711X,Springer Science and Business Media LLC
29471489.0,5861437.0,The H-subunit of the restriction endonuclease CglI contains a prototype DEAD-Z1 helicase-like motor.,Nucleic Acids Res,10.1093/nar/gky107,1362-4962,Oxford University Press (OUP)
32555346.0,7303141.0,Structural and enzymatic characterisation of the Type III effector NopAA (=GunA) from Sinorhizobium fredii USDA257 reveals a Xyloglucan hydrolase activity.,Sci Rep,10.1038/s41598-020-67069-4,2045-2322,Springer Science and Business Media LLC
38965224.0,11224242.0,Structural and functional characterization of cyclic pyrimidine-regulated anti-phage system.,Nat Commun,10.1038/s41467-024-49861-2,2041-1723,Springer Science and Business Media LLC
29151218.0,6078100.0,Structures of Dynamic Protein Complexes: Hybrid Techniques to Study MAP Kinase Complexes and the ESCRT System.,Methods Mol Biol,10.1007/978-1-4939-7386-6_17,1940-6029,Springer New York
31886769.0,6986878.0,The structure of the endogenous ESX-3 secretion system.,Elife,10.7554/eLife.52983,2050-084X,"eLife Sciences Publications, Ltd"
17395198.0,1955483.0,Discovery of a thermophilic protein complex stabilized by topologically interlinked chains.,J Mol Biol,10.1016/j.jmb.2007.02.078,0022-2836,Elsevier BV
17911250.0,2042200.0,Crystal structure of the Helicobacter pylori vacuolating toxin p55 domain.,Proc Natl Acad Sci U S A,10.1073/pnas.0707447104,0027-8424,Proceedings of the National Academy of Sciences
21765418.0,,Crystal structure of a chaperone-bound assembly intermediate of form I Rubisco.,Nat Struct Mol Biol,10.1038/nsmb.2090,1545-9985,Springer Science and Business Media LLC
20659898.0,2945555.0,X-ray structure and mutational analysis of the atrazine Chlorohydrolase TrzN.,J Biol Chem,10.1074/jbc.M110.138677,1083-351X,Elsevier BV
22736796.0,3409797.0,Structural study on the architecture of the bacterial ATP synthase Fo motor.,Proc Natl Acad Sci U S A,10.1073/pnas.1203971109,1091-6490,Proceedings of the National Academy of Sciences
14583612.0,,"Crystal structure of the homolog of the oncoprotein gankyrin, an interactor of Rb and CDK4/6.",J Biol Chem,10.1074/jbc.M310266200,0021-9258,Elsevier BV
31189953.0,6774351.0,Structural mechanism for NEK7-licensed activation of NLRP3 inflammasome.,Nature,10.1038/s41586-019-1295-z,1476-4687,Springer Science and Business Media LLC
18399646.0,2819376.0,Pyridine nucleotide complexes with Bacillus anthracis coenzyme A-disulfide reductase: a structural analysis of dual NAD(P)H specificity.,Biochemistry,10.1021/bi8002204,1520-4995,American Chemical Society (ACS)
34287037.0,8428407.0,Structural Determinants of Virion Assembly and Release in the C Terminus of the Mason-Pfizer Monkey Virus Capsid Protein.,J Virol,10.1128/JVI.00615-21,1098-5514,American Society for Microbiology
34244518.0,8270960.0,Native flagellar MS ring is formed by 34 subunits with 23-fold and 11-fold subsymmetries.,Nat Commun,10.1038/s41467-021-24507-9,2041-1723,Springer Science and Business Media LLC
22512472.0,3353734.0,The loss of an electrostatic contact unique to AMPA receptor ligand binding domain 2 slows channel activation.,Biochemistry,10.1021/bi3001837,1520-4995,American Chemical Society (ACS)
34294704.0,8298488.0,Structure of the molecular bushing of the bacterial flagellar motor.,Nat Commun,10.1038/s41467-021-24715-3,2041-1723,Springer Science and Business Media LLC
21725323.0,4109712.0,Architecture of the Mediator head module.,Nature,10.1038/nature10162,1476-4687,Springer Science and Business Media LLC
26739254.0,,Hyperstabilization of Tetrameric Bacillus sp. TB-90 Urate Oxidase by Introducing Disulfide Bonds through Structural Plasticity.,Biochemistry,10.1021/acs.biochem.5b01119,1520-4995,American Chemical Society (ACS)
18940606.0,2577609.0,"Architecture of the pontin/reptin complex, essential in the assembly of several macromolecular complexes.",Structure,10.1016/j.str.2008.08.009,0969-2126,Elsevier BV
35690099.0,,Structural Insights of Fe<sup>3+</sup> Induced α-synuclein Fibrillation in Parkinson's Disease.,J Mol Biol,10.1016/j.jmb.2022.167680,1089-8638,Elsevier BV
14690497.0,,Gamma-COP appendage domain - structure and function.,Traffic,10.1111/j.1600-0854.2004.00158.x,1398-9219,Wiley
30317481.0,,X-Ray Crystallography of Carbon Monoxide Dehydrogenases.,Methods Mol Biol,10.1007/978-1-4939-8864-8_11,1940-6029,Springer New York
18309272.0,,"Crystallization and preliminary X-ray diffraction analysis of 5,10- methylenetetrahydrofolate dehydrogenase/cyclohydrolase from Thermoplasma acidophilum DSM 1728.",J Microbiol Biotechnol,,1017-7825,Korean Society for Microbiology and Biotechnology
28132784.0,5343747.0,Crystal Structure of the Heterotrimeric Integrin-Binding Region of Laminin-111.,Structure,10.1016/j.str.2017.01.002,1878-4186,Elsevier BV
37936349.0,,Regulatory dynamics of the higher-plant PSI-LHCI supercomplex during state transitions.,Mol Plant,10.1016/j.molp.2023.11.002,1752-9867,Elsevier BV
21647436.0,3102065.0,The hexameric structures of human heat shock protein 90.,PLoS One,10.1371/journal.pone.0019961,1932-6203,Public Library of Science (PLoS)
11866529.0,,Crystal structure of the 30 S ribosomal subunit from Thermus thermophilus: structure of the proteins and their interactions with 16 S RNA.,J Mol Biol,10.1006/jmbi.2001.5359,0022-2836,Elsevier BV
17077498.0,2225213.0,"Expression, purification and crystallization of a PCI domain from the COP9 signalosome subunit 7 (CSN7).",Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S1744309106041959,1744-3091,International Union of Crystallography (IUCr)
16498616.0,,Crystal structure of VC0702 at 2.0 A: conserved hypothetical protein from Vibrio cholerae.,Proteins,10.1002/prot.20919,1097-0134,Wiley
16272117.0,,Structures of the bacterial ribosome at 3.5 A resolution.,Science,10.1126/science.1117230,1095-9203,American Association for the Advancement of Science (AAAS)
34454944.0,,Structural Dynamics of the Functional Nonameric Type III Translocase Export Gate.,J Mol Biol,10.1016/j.jmb.2021.167188,1089-8638,Elsevier BV
32305460.0,,Determinants of PB1 Domain Interactions in Auxin Response Factor ARF5 and Repressor IAA17.,J Mol Biol,10.1016/j.jmb.2020.04.007,1089-8638,Elsevier BV
26593036.0,4655416.0,The activity of protein phosphatase 5 towards native clients is modulated by the middle- and C-terminal domains of Hsp90.,Sci Rep,10.1038/srep17058,2045-2322,Springer Science and Business Media LLC
29731171.0,,Structural Insights into Non-canonical Ubiquitination Catalyzed by SidE.,Cell,10.1016/j.cell.2018.04.023,1097-4172,Elsevier BV
27046665.0,4820748.0,Structural basis for the membrane association of ankyrinG via palmitoylation.,Sci Rep,10.1038/srep23981,2045-2322,Springer Science and Business Media LLC
24119404.0,3864027.0,Structure of an RNA silencing complex of the CRISPR-Cas immune system.,Mol Cell,10.1016/j.molcel.2013.09.008,1097-4164,Elsevier BV
31500206.0,6767322.0,Mechanistic and Structural Insights on the IL-15 System through Molecular Dynamics Simulations.,Molecules,10.3390/molecules24183261,1420-3049,MDPI AG
10739938.0,,Preliminary X-ray analysis of a new crystal form of the Escherichia coli KDO8P synthase.,Acta Crystallogr D Biol Crystallogr,10.1107/s0907444900002389,0907-4449,International Union of Crystallography (IUCr)
11827486.0,,The structure of porcine parvovirus: comparison with related viruses.,J Mol Biol,10.1006/jmbi.2001.5319,0022-2836,Elsevier BV
26833716.0,4941210.0,Conserved structure of Snu13 from the highly reduced spliceosome of Cyanidioschyzon merolae.,Protein Sci,10.1002/pro.2894,1469-896X,Wiley
23746846.0,3695626.0,Visualizing GroEL/ES in the act of encapsulating a folding protein.,Cell,10.1016/j.cell.2013.04.052,1097-4172,Elsevier BV
24513855.0,3975498.0,Phosphorylation-dependent interaction between tumor suppressors Dlg and Lgl.,Cell Res,10.1038/cr.2014.16,1748-7838,Springer Science and Business Media LLC
14604535.0,,Protein disorder prediction: implications for structural proteomics.,Structure,10.1016/j.str.2003.10.002,0969-2126,Elsevier BV
20979125.0,,Interaction of CO dehydrogenase with the cytoplasmic membrane monitored by fluorescence correlation spectroscopy.,Chembiochem,10.1002/cbic.201000431,1439-7633,Wiley
22948911.0,3489100.0,Spatial distribution of radiation damage to crystalline proteins at 25-300 K.,Acta Crystallogr D Biol Crystallogr,10.1107/S0907444912021361,1399-0047,International Union of Crystallography (IUCr)
16142903.0,,Biochemical and structural studies of A-to-I editing by tRNA:A34 deaminases at the wobble position of transfer RNA.,Biochemistry,10.1021/bi050499f,0006-2960,American Chemical Society (ACS)
35434837.0,9359479.0,Contributions of F-specific subunits to the F plasmid-encoded type IV secretion system and F pilus.,Mol Microbiol,10.1111/mmi.14908,1365-2958,Wiley
18433710.0,,Three-dimensional structure of respiratory complex I from Escherichia coli in ice in the presence of nucleotides.,Biochim Biophys Acta,10.1016/j.bbabio.2008.03.023,0006-3002,Elsevier BV
32691958.0,,The Cupin Protein Pac13 is Suggested by the Data to Be a Homodimer.,Angew Chem Int Ed Engl,10.1002/anie.201811240,1521-3773,Wiley
18819925.0,2662254.0,Projection structure of a member of the amino acid/polyamine/organocation transporter superfamily.,J Biol Chem,10.1074/jbc.M806917200,0021-9258,Elsevier BV
19697958.0,,Solution structure of Psb27 from cyanobacterial photosystem II.,Biochemistry,10.1021/bi901309c,1520-4995,American Chemical Society (ACS)
36433936.0,9700864.0,Amyloid fibril structure from the vascular variant of systemic AA amyloidosis.,Nat Commun,10.1038/s41467-022-34636-4,2041-1723,Springer Science and Business Media LLC
18690748.0,,Alternative sites for proton entry from the cytoplasm to the quinone binding site in Escherichia coli succinate dehydrogenase.,Biochemistry,10.1021/bi801008e,1520-4995,American Chemical Society (ACS)
18784070.0,,Structures of the cIAP2 RING domain reveal conformational changes associated with ubiquitin-conjugating enzyme (E2) recruitment.,J Biol Chem,10.1074/jbc.M804753200,0021-9258,Elsevier BV
21840995.0,3190778.0,Coupling dTTP hydrolysis with DNA unwinding by the DNA helicase of bacteriophage T7.,J Biol Chem,10.1074/jbc.M111.283796,1083-351X,Elsevier BV
35123651.0,9000915.0,Cryo-ET of Env on intact HIV virions reveals structural variation and positioning on the Gag lattice.,Cell,10.1016/j.cell.2022.01.013,1097-4172,Elsevier BV
18755898.0,2529106.0,"The supramolecular organization of self-assembling chlorosomal bacteriochlorophyll c, d, or e mimics.",Proc Natl Acad Sci U S A,10.1073/pnas.0802719105,1091-6490,Proceedings of the National Academy of Sciences
23531275.0,3636079.0,Determinants at the N- and C-termini of Gα12 required for activation of Rho-mediated signaling.,J Mol Signal,10.1186/1750-2187-8-3,1750-2187,Journal of Molecular Signaling
28396546.0,5444136.0,Structural Insights into HIV Reverse Transcriptase Mutations Q151M and Q151M Complex That Confer Multinucleoside Drug Resistance.,Antimicrob Agents Chemother,10.1128/AAC.00224-17,1098-6596,American Society for Microbiology
19724117.0,2795585.0,The structure of phosphate-bound Escherichia coli adenylosuccinate lyase identifies His171 as a catalytic acid.,Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S1744309109029674,1744-3091,International Union of Crystallography (IUCr)
22422986.0,3377438.0,Structural basis for the rescue of stalled ribosomes: structure of YaeJ bound to the ribosome.,Science,10.1126/science.1217443,1095-9203,American Association for the Advancement of Science (AAAS)
24339979.0,3858284.0,New conformational state of NHERF1-CXCR2 signaling complex captured by crystal lattice trapping.,PLoS One,10.1371/journal.pone.0081904,1932-6203,Public Library of Science (PLoS)
24641521.0,,Structural insights into bacterial resistance to cerulenin.,FEBS J,10.1111/febs.12785,1742-4658,Wiley
38546236.0,,An integrated approach towards extracting structural characteristics of chlorosomes from a bchQ mutant of Chlorobaculum tepidum.,Phys Chem Chem Phys,10.1039/d4cp00221k,1463-9084,Royal Society of Chemistry (RSC)
33024112.0,7539009.0,Mechanism and evolution of the Zn-fingernail required for interaction of VARP with VPS29.,Nat Commun,10.1038/s41467-020-18773-2,2041-1723,Springer Science and Business Media LLC
30479383.0,6370054.0,Cryo-EM structures and dynamics of substrate-engaged human 26S proteasome.,Nature,10.1038/s41586-018-0736-4,1476-4687,Springer Science and Business Media LLC
29311576.0,5758563.0,Structural analysis of mtEXO mitochondrial RNA degradosome reveals tight coupling of nuclease and helicase components.,Nat Commun,10.1038/s41467-017-02570-5,2041-1723,Springer Science and Business Media LLC
30374105.0,6206036.0,Locking loop movement in the ubiquinone pocket of complex I disengages the proton pumps.,Nat Commun,10.1038/s41467-018-06955-y,2041-1723,Springer Science and Business Media LLC
20655926.0,3069981.0,Cysteine-to-serine mutants dramatically reorder the active site of human ABO(H) blood group B glycosyltransferase without affecting activity: structural insights into cooperative substrate binding.,J Mol Biol,10.1016/j.jmb.2010.07.036,1089-8638,Elsevier BV
24305054.0,3865065.0,Structural mechanism of ligand activation in human GABA(B) receptor.,Nature,10.1038/nature12725,1476-4687,Springer Science and Business Media LLC
28437792.0,5832441.0,Phase-plate cryo-EM structure of a class B GPCR-G-protein complex.,Nature,10.1038/nature22327,1476-4687,Springer Science and Business Media LLC
24688060.0,4027202.0,Structural insights into RNA encapsidation and helical assembly of the Toscana virus nucleoprotein.,Nucleic Acids Res,10.1093/nar/gku229,1362-4962,Oxford University Press (OUP)
20398676.0,,A new mode of dimerization of allosteric enzymes with ACT domains revealed by the crystal structure of the aspartate kinase from Cyanobacteria.,J Mol Biol,10.1016/j.jmb.2010.04.014,1089-8638,Elsevier BV
12741811.0,,Insights into the evolution of allosteric properties. The NADH binding site of hexameric type II citrate synthases.,Biochemistry,10.1021/bi020622s,0006-2960,American Chemical Society (ACS)
11525164.0,,Structure of apoptosis-linked protein ALG-2: insights into Ca2+-induced changes in penta-EF-hand proteins.,Structure,10.1016/s0969-2126(01)00585-8,0969-2126,Elsevier BV
15719022.0,554124.0,Calcium-independent calmodulin binding and two-metal-ion catalytic mechanism of anthrax edema factor.,EMBO J,10.1038/sj.emboj.7600574,0261-4189,Springer Science and Business Media LLC
22615807.0,3355152.0,"Crystal structures of Lsm3, Lsm4 and Lsm5/6/7 from Schizosaccharomyces pombe.",PLoS One,10.1371/journal.pone.0036768,1932-6203,Public Library of Science (PLoS)
21168767.0,,Structural and mechanistic studies on γ-butyrobetaine hydroxylase.,Chem Biol,10.1016/j.chembiol.2010.09.016,1879-1301,Elsevier BV
23143231.0,3515363.0,Influence of intermolecular contacts on the structure of recombinant prolidase from Thermococcus sibiricus.,Acta Crystallogr Sect F Struct Biol Cryst Commun,10.1107/S174430911203761X,1744-3091,International Union of Crystallography (IUCr)
38615987.0,,The apo-acyl coenzyme A binding protein of Leishmania major forms a unique 'AXXA' motif mediated dimer.,Biochim Biophys Acta Proteins Proteom,10.1016/j.bbapap.2024.141016,1878-1454,Elsevier BV
33453995.0,7762937.0,Evolving the naturally compromised chorismate mutase from Mycobacterium tuberculosis to top performance.,J Biol Chem,10.1074/jbc.RA120.014924,1083-351X,Elsevier BV
16397490.0,7095149.0,"Structure of the parainfluenza virus 5 F protein in its metastable, prefusion conformation.",Nature,10.1038/nature04322,1476-4687,Springer Science and Business Media LLC
15236965.0,,"Coenzyme site-directed mutants of photosynthetic A4-GAPDH show selectively reduced NADPH-dependent catalysis, similar to regulatory AB-GAPDH inhibited by oxidized thioredoxin.",J Mol Biol,10.1016/j.jmb.2004.06.005,0022-2836,Elsevier BV
20932977.0,,Full-length structures of BenM and two variants reveal different oligomerization schemes for LysR-type transcriptional regulators.,J Mol Biol,10.1016/j.jmb.2010.09.053,1089-8638,Elsevier BV
34089718.0,,"Structural Analysis of Toxin-Neutralizing, Single-Domain Antibodies that Bridge Ricin's A-B Subunit Interface.",J Mol Biol,10.1016/j.jmb.2021.167086,1089-8638,Elsevier BV
23443661.0,3630853.0,Crystal structures of matriptase in complex with its inhibitor hepatocyte growth factor activator inhibitor-1.,J Biol Chem,10.1074/jbc.M113.454611,1083-351X,Elsevier BV
31439670.0,6779443.0,The 1.9 Å crystal structure of the extracellular matrix protein Bap1 from Vibrio cholerae provides insights into bacterial biofilm adhesion.,J Biol Chem,10.1074/jbc.RA119.008335,1083-351X,Elsevier BV
24778228.0,4024898.0,Heterodimeric coiled-coil interactions of human GABAB receptor.,Proc Natl Acad Sci U S A,10.1073/pnas.1400081111,1091-6490,Proceedings of the National Academy of Sciences
23222135.0,3553981.0,Promiscuous behaviour of archaeal ribosomal proteins: implications for eukaryotic ribosome evolution.,Nucleic Acids Res,10.1093/nar/gks1259,1362-4962,Oxford University Press (OUP)
23824040.0,3692424.0,A new type of Na(+)-driven ATP synthase membrane rotor with a two-carboxylate ion-coupling motif.,PLoS Biol,10.1371/journal.pbio.1001596,1545-7885,Public Library of Science (PLoS)
31439375.0,,Structural insight of the 5-(Hydroxyethyl)-methylthiazole kinase ThiM involving vitamin B1 biosynthetic pathway from the Klebsiella pneumoniae.,Biochem Biophys Res Commun,10.1016/j.bbrc.2019.08.086,1090-2104,Elsevier BV
11866528.0,,Crystallographic studies on human BST-1/CD157 with ADP-ribosyl cyclase and NAD glycohydrolase activities.,J Mol Biol,10.1006/jmbi.2001.5386,0022-2836,Elsevier BV
25036435.0,4103810.0,Flexibility of PCNA-protein interface accommodates differential binding partners.,PLoS One,10.1371/journal.pone.0102481,1932-6203,Public Library of Science (PLoS)
33972418.0,8158012.0,Wild-type α-synuclein inherits the structure and exacerbated neuropathology of E46K mutant fibril strain by cross-seeding.,Proc Natl Acad Sci U S A,10.1073/pnas.2012435118,1091-6490,Proceedings of the National Academy of Sciences
37098072.0,10161127.0,Structure of the human respiratory complex II.,Proc Natl Acad Sci U S A,10.1073/pnas.2216713120,1091-6490,Proceedings of the National Academy of Sciences
32374767.0,7202636.0,2.7 Å cryo-EM structure of vitrified M. musculus H-chain apoferritin from a compact 200 keV cryo-microscope.,PLoS One,10.1371/journal.pone.0232540,1932-6203,Public Library of Science (PLoS)
29642588.0,5979607.0,Crystal Structure of the Isocitrate Dehydrogenase 2 from Acinetobacter baumannii (AbIDH2) Reveals a Novel Dimeric Structure with Two Monomeric-IDH-Like Subunits.,Int J Mol Sci,10.3390/ijms19041131,1422-0067,MDPI AG
19906936.0,2798355.0,Structure of the nucleoprotein binding domain of Mokola virus phosphoprotein.,J Virol,10.1128/JVI.01520-09,1098-5514,American Society for Microbiology
33402698.0,7785744.0,ATP synthase hexamer assemblies shape cristae of Toxoplasma mitochondria.,Nat Commun,10.1038/s41467-020-20381-z,2041-1723,Springer Science and Business Media LLC
26349033.0,4596688.0,Structural determinants of nuclear export signal orientation in binding to exportin CRM1.,Elife,10.7554/eLife.10034,2050-084X,"eLife Sciences Publications, Ltd"
26272706.0,4658216.0,Inhibiting oral intoxication of botulinum neurotoxin A complex by carbohydrate receptor mimics.,Toxicon,10.1016/j.toxicon.2015.08.003,1879-3150,Elsevier BV
11738554.0,,"Purification, characterization and crystallization of human placental estrone/dehydroepiandrosterone sulfatase, a membrane-bound enzyme of the endoplasmic reticulum.",J Steroid Biochem Mol Biol,10.1016/s0960-0760(01)00119-4,0960-0760,Elsevier BV
15944695.0,1479801.0,Structure of the cross-beta spine of amyloid-like fibrils.,Nature,10.1038/nature03680,1476-4687,Springer Science and Business Media LLC
17135273.0,,Crystal structure of the gamma-glutamyltranspeptidase precursor protein from Escherichia coli. Structural changes upon autocatalytic processing and implications for the maturation mechanism.,J Biol Chem,10.1074/jbc.M607490200,0021-9258,Elsevier BV
34472838.0,,Two-Dimensional Electronic Spectroscopy of a Minimal Photosystem I Complex Reveals the Rate of Primary Charge Separation.,J Am Chem Soc,10.1021/jacs.1c05010,1520-5126,American Chemical Society (ACS)
28671682.0,6886523.0,A small-molecule allosteric inhibitor of Mycobacterium tuberculosis tryptophan synthase.,Nat Chem Biol,10.1038/nchembio.2420,1552-4469,Springer Science and Business Media LLC
38072042.0,10828601.0,Structural characterization and functional insights into the type II secretion system of the poly-extremophile Deinococcus radiodurans.,J Biol Chem,10.1016/j.jbc.2023.105537,1083-351X,Elsevier BV
19584060.0,2757235.0,Solution structure of human Pex5.Pex14.PTS1 protein complexes obtained by small angle X-ray scattering.,J Biol Chem,10.1074/jbc.M109.002311,1083-351X,Elsevier BV
19284997.0,,Human beta-2 microglobulin W60V mutant structure: Implications for stability and amyloid aggregation.,Biochem Biophys Res Commun,10.1016/j.bbrc.2009.01.116,1090-2104,Elsevier BV
