pmid,pmc,title,journal,doi,issn
17803212,,The performance of ZDOCK and ZRANK in rounds 6-11 of CAPRI.,Proteins,10.1002/prot.21747,1097-0134
11021971,,Probing the catalytic mechanism of GDP-4-keto-6-deoxy-d-mannose Epimerase/Reductase by kinetic and crystallographic characterization of site-specific mutants.,J Mol Biol,10.1006/jmbi.2000.4106,0022-2836
26014357,4445527,Modeling of interaction between cytochrome c and the WD domains of Apaf-1: bifurcated salt bridges underlying apoptosome assembly.,Biol Direct,10.1186/s13062-015-0059-4,1745-6150
18937497,,Mutating the tight-dimer interface of dihydrodipicolinate synthase disrupts the enzyme quaternary structure: toward a monomeric enzyme.,Biochemistry,10.1021/bi801094t,1520-4995
33465378,7949064,Structure-function analysis of pectate lyase Pel3 reveals essential facets of protein recognition by the bacterial type 2 secretion system.,J Biol Chem,10.1016/j.jbc.2021.100305,1083-351X
30176245,,Structural Analysis of the Arabidopsis AL2-PAL and PRC1 Complex Provides Mechanistic Insight into Active-to-Repressive Chromatin State Switch.,J Mol Biol,10.1016/j.jmb.2018.08.021,1089-8638
11327765,,Ca(2+)-induced switching of troponin and tropomyosin on actin filaments as revealed by electron cryo-microscopy.,J Mol Biol,10.1006/jmbi.2001.4598,0022-2836
23873042,3748252,The initiation of mammalian protein synthesis and mRNA scanning mechanism.,Nature,10.1038/nature12355,1476-4687
34398611,,"Water-Triggered, Irreversible Conformational Change of SARS-CoV-2 Main Protease on Passing from the Solid State to Aqueous Solution.",J Am Chem Soc,10.1021/jacs.1c05301,1520-5126
11469873,,A corrected quaternary arrangement of the peptidase HslV and atpase HslU in a cocrystal structure.,J Struct Biol,10.1006/jsbi.2001.4347,1047-8477
12659866,,Crystal structure of a histidine-tagged serine hydrolase involved in the carbazole degradation (CarC enzyme).,Biochem Biophys Res Commun,10.1016/s0006-291x(03)00375-9,0006-291X
16081736,,Protein structures forming the shell of primitive bacterial organelles.,Science,10.1126/science.1113397,1095-9203
37737245,10516925,Determining subunit-subunit interaction from statistics of cryo-EM images: observation of nearest-neighbor coupling in a circadian clock protein complex.,Nat Commun,10.1038/s41467-023-41575-1,2041-1723
19464297,,Crystal structure of the human rad9-hus1-rad1 clamp.,J Mol Biol,10.1016/j.jmb.2009.05.028,1089-8638
16005887,,"Structure of the terminal oxygenase component of angular dioxygenase, carbazole 1,9a-dioxygenase.",J Mol Biol,10.1016/j.jmb.2005.05.059,0022-2836
32071271,7029142,Analysis of Dot/Icm Type IVB Secretion System Subassemblies by Cryoelectron Tomography Reveals Conformational Changes Induced by DotB Binding.,mBio,10.1128/mBio.03328-19,2150-7511
26863980,4839592,Macromolecular diffractive imaging using imperfect crystals.,Nature,10.1038/nature16949,1476-4687
32260401,7177771,Molecular Dynamics Simulation and Kinetic Study of Fluoride Binding to V21C/V66C Myoglobin with a Cytoglobin-like Disulfide Bond.,Int J Mol Sci,10.3390/ijms21072512,1422-0067
25119025,4192074,Mechanism of Dis3l2 substrate recognition in the Lin28-let-7 pathway.,Nature,10.1038/nature13553,1476-4687
21677647,3171209,Subunit arrangement and phenylethanolamine binding in GluN1/GluN2B NMDA receptors.,Nature,10.1038/nature10180,1476-4687
16699188,,Mapping the active site of Escherichia coli malonyl-CoA-acyl carrier protein transacylase (FabD) by protein crystallography.,Acta Crystallogr D Biol Crystallogr,10.1107/S0907444906009474,0907-4449
24180271,3879133,Stilbene vinyl sulfonamides as fluorogenic sensors of and traceless covalent kinetic stabilizers of transthyretin that prevent amyloidogenesis.,J Am Chem Soc,10.1021/ja408230k,1520-5126
22727813,3418449,Molecular mechanism for inhibition of g protein-coupled receptor kinase 2 by a selective RNA aptamer.,Structure,10.1016/j.str.2012.05.002,1878-4186
27265851,4938712,The Structure of HIV-1 Rev Filaments Suggests a Bilateral Model for Rev-RRE Assembly.,Structure,10.1016/j.str.2016.04.015,1878-4186
22794356,,MARS: computing three-dimensional alignments for multiple ligands using pairwise similarities.,J Chem Inf Model,10.1021/ci3000369,1549-960X
19798682,,Fine antigenic variation within H5N1 influenza virus hemagglutinin's antigenic sites defined by yeast cell surface display.,Eur J Immunol,10.1002/eji.200939532,1521-4141
20060835,2823972,The structure of the Salmonella typhimurium type III secretion system needle shows divergence from the flagellar system.,J Mol Biol,10.1016/j.jmb.2010.01.001,1089-8638
20932974,,Biosynthesis of isoprenoids: crystal structure of the [4Fe-4S] cluster protein IspG.,J Mol Biol,10.1016/j.jmb.2010.09.050,1089-8638
27013661,4900259,Structure and Metal Binding Properties of a Poxvirus Resolvase.,J Biol Chem,10.1074/jbc.M115.709139,1083-351X
26519657,,Kinetic and structural investigation of the cytokinin oxidase/dehydrogenase active site.,FEBS J,10.1111/febs.13581,1742-4658
37319422,10728591,Semi-Synthetic CoA-α-Synuclein Constructs Trap N-Terminal Acetyltransferase NatB for Binding Mechanism Studies.,J Am Chem Soc,10.1021/jacs.3c03887,1520-5126
24810373,,Crystal structure of a Chlamydomonas reinhardtii flagellar RabGAP TBC-domain at 1.8 Å resolution.,Proteins,10.1002/prot.24597,1097-0134
19001142,2585858,The roles of pore ring and plug in the SecY protein-conducting channel.,J Gen Physiol,10.1085/jgp.200810062,1540-7748
15477104,,Crystal structure of the putative adapter protein MTH1859.,J Struct Biol,10.1016/j.jsb.2004.06.004,1047-8477
16214900,1276034,Crystal structures of a multifunctional triterpene/flavonoid glycosyltransferase from Medicago truncatula.,Plant Cell,10.1105/tpc.105.035055,1040-4651
21692533,3145038,Role of hydration force in the self-assembly of collagens and amyloid steric zipper filaments.,J Am Chem Soc,10.1021/ja204377y,1520-5126
24312643,3846802,Flexibility within the rotor and stators of the vacuolar H+-ATPase.,PLoS One,10.1371/journal.pone.0082207,1932-6203
33359446,,Characterization of ibrutinib as a non-covalent inhibitor of SRC-family kinases.,Bioorg Med Chem Lett,10.1016/j.bmcl.2020.127757,1464-3405
32442521,,TGFβ1-Smad3 signaling mediates the formation of a stable serine racemase dimer in microglia.,Biochim Biophys Acta Proteins Proteom,10.1016/j.bbapap.2020.140447,1878-1454
28143931,5320974,Mechanistic insights into caspase-9 activation by the structure of the apoptosome holoenzyme.,Proc Natl Acad Sci U S A,10.1073/pnas.1620626114,1091-6490
38854018,11160594,Ion channel inhibition by targeted recruitment of NEDD4-2 with divalent nanobodies.,bioRxiv,10.1101/2024.05.28.596281,2692-8205
11457415,,Toward proteomimetics: terphenyl derivatives as structural and functional mimics of extended regions of an alpha-helix.,J Am Chem Soc,10.1021/ja0025548,0002-7863
10998630,,Docking structures of domains into maps from cryo-electron microscopy using local correlation.,Acta Crystallogr D Biol Crystallogr,10.1107/s0907444900010908,0907-4449
31189921,6561943,The structural basis for release-factor activation during translation termination revealed by time-resolved cryogenic electron microscopy.,Nat Commun,10.1038/s41467-019-10608-z,2041-1723
21904034,3169315,Streptavidin and its biotin complex at atomic resolution.,Acta Crystallogr D Biol Crystallogr,10.1107/S0907444911027806,1399-0047
23893131,3766443,Structural basis for regulation of Arp2/3 complex by GMF.,Nat Struct Mol Biol,10.1038/nsmb.2628,1545-9985
28602917,,Crystal structure of mutant form Cys115His of Citrobacter freundii methionine γ-lyase complexed with l-norleucine.,Biochim Biophys Acta Proteins Proteom,10.1016/j.bbapap.2017.06.001,1570-9639
14662742,2173608,Regulation of KinI kinesin ATPase activity by binding to the microtubule lattice.,J Cell Biol,10.1083/jcb.200304034,0021-9525
21396943,,The transition-like state and Pi entrance into the catalytic a subunit of the biological engine A-ATP synthase.,J Mol Biol,10.1016/j.jmb.2011.03.010,1089-8638
11264583,,Structure of the C-terminal sterile alpha-motif (SAM) domain of human p73 alpha.,Acta Crystallogr D Biol Crystallogr,10.1107/s0907444901002529,0907-4449
19193644,2665110,"Portrait of an enzyme, a complete structural analysis of a multimodular {beta}-N-acetylglucosaminidase from Clostridium perfringens.",J Biol Chem,10.1074/jbc.M808954200,0021-9258
12198314,,"Purification, crystallization and initial crystallographic analysis of RNA polymerase holoenzyme from Thermus thermophilus.",Acta Crystallogr D Biol Crystallogr,10.1107/S0907444902011770,0907-4449
12962626,,X-ray crystallographic and kinetic studies of human sorbitol dehydrogenase.,Structure,10.1016/s0969-2126(03)00167-9,0969-2126
28266535,5339894,"G196 epitope tag system: a novel monoclonal antibody, G196, recognizes the small, soluble peptide DLVPR with high affinity.",Sci Rep,10.1038/srep43480,2045-2322
24381172,3937692,Streptococcus sanguinis class Ib ribonucleotide reductase: high activity with both iron and manganese cofactors and structural insights.,J Biol Chem,10.1074/jbc.M113.533554,1083-351X
33166411,7736792,The TFIIH subunits p44/p62 act as a damage sensor during nucleotide excision repair.,Nucleic Acids Res,10.1093/nar/gkaa973,1362-4962
12244300,,L-A virus at 3.4 A resolution reveals particle architecture and mRNA decapping mechanism.,Nat Struct Biol,10.1038/nsb844,1072-8368
17223692,,Reversible oxidation of the membrane distal domain of receptor PTPalpha is mediated by a cyclic sulfenamide.,Biochemistry,10.1021/bi061546m,0006-2960
11173465,,Exploration of the GM1 receptor-binding site of heat-labile enterotoxin and cholera toxin by phenyl-ring-containing galactose derivatives.,Acta Crystallogr D Biol Crystallogr,10.1107/s0907444900016814,0907-4449
30862777,6414509,Structural basis for assembly of vertical single β-barrel viruses.,Nat Commun,10.1038/s41467-019-08927-2,2041-1723
11742346,,Siah ubiquitin ligase is structurally related to TRAF and modulates TNF-alpha signaling.,Nat Struct Biol,10.1038/nsb743,1072-8368
18285338,2431080,Human HDAC7 harbors a class IIa histone deacetylase-specific zinc binding motif and cryptic deacetylase activity.,J Biol Chem,10.1074/jbc.M707362200,0021-9258
25227262,,The structure of hyperthermophilic β-N-acetylglucosaminidase reveals a novel dimer architecture associated with the active site.,FEBS J,10.1111/febs.13049,1742-4658
36104567,,A universal coupling mechanism of respiratory complex I.,Nature,10.1038/s41586-022-05199-7,1476-4687
16447281,,An enhanced elastic network model to represent the motions of domain-swapped proteins.,Proteins,10.1002/prot.20836,1097-0134
12012346,,Crystal structure of Methanobacterium thermoautotrophicum conserved protein MTH1020 reveals an NTN-hydrolase fold.,Proteins,10.1002/prot.10147,1097-0134
28179135,,C-Terminal residues in small potassium channel blockers OdK1 and OSK3 from scorpion venom fine-tune the selectivity.,Biochim Biophys Acta Proteins Proteom,10.1016/j.bbapap.2017.02.001,1570-9639
20505714,,Structural biology: Piston drives a proton pump.,Nature,10.1038/465428a,1476-4687
32427517,,COVID-19 Pandemic: Hopes from Proteomics and Multiomics Research.,OMICS,10.1089/omi.2020.0073,1557-8100
24261830,,The C-terminal regions of YidC from Rhodopirellula baltica and Oceanicaulis alexandrii bind to ribosomes and partially substitute for SRP receptor function in Escherichia coli.,Mol Microbiol,10.1111/mmi.12465,1365-2958
17303700,,Domains necessary for Galpha12 binding and stimulation of protein phosphatase-2A (PP2A): Is Galpha12 a novel regulatory subunit of PP2A?,Mol Pharmacol,10.1124/mol.106.033555,0026-895X
22158901,3251104,3D structure of the Yersinia entomophaga toxin complex and implications for insecticidal activity.,Proc Natl Acad Sci U S A,10.1073/pnas.1111155108,1091-6490
25538247,4326839,Interactions with the bifunctional interface of the transcriptional coactivator DCoH1 are kinetically regulated.,J Biol Chem,10.1074/jbc.M114.616870,1083-351X
32898583,7572642,Structural Analysis of the Regulatory GAF Domains of cGMP Phosphodiesterase Elucidates the Allosteric Communication Pathway.,J Mol Biol,10.1016/j.jmb.2020.08.026,1089-8638
11741531,,Multivalent endosome targeting by homodimeric EEA1.,Mol Cell,10.1016/s1097-2765(01)00385-9,1097-2765
37749098,10520083,An original potentiating mechanism revealed by the cryo-EM structures of the human α7 nicotinic receptor in complex with nanobodies.,Nat Commun,10.1038/s41467-023-41734-4,2041-1723
31221832,,Rotary substates of mitochondrial ATP synthase reveal the basis of flexible F<sub>1</sub>-F<sub>o</sub> coupling.,Science,10.1126/science.aaw9128,1095-9203
18084070,,Structure of the human Tim44 C-terminal domain in complex with pentaethylene glycol: ligand-bound form.,Acta Crystallogr D Biol Crystallogr,10.1107/S0907444907051463,0907-4449
23853712,3707056,TRiC's tricks inhibit huntingtin aggregation.,Elife,10.7554/eLife.00710,2050-084X
26321039,4605270,Structural characterization and modeling of the Borrelia burgdorferi hybrid histidine kinase Hk1 periplasmic sensor: A system for sensing small molecules associated with tick feeding.,J Struct Biol,10.1016/j.jsb.2015.08.013,1095-8657
23788040,3702287,Three-dimensional structure of Bax-mediated pores in membrane bilayers.,Cell Death Dis,10.1038/cddis.2013.210,2041-4889
24586168,3930596,Insights into the initiation of JC virus DNA replication derived from the crystal structure of the T-antigen origin binding domain.,PLoS Pathog,10.1371/journal.ppat.1003966,1553-7374
21168416,,"Crystal structure of Escherichia coli BamB, a lipoprotein component of the β-barrel assembly machinery complex.",J Mol Biol,10.1016/j.jmb.2010.12.020,1089-8638
25457051,4381977,"Stepwise visualization of membrane pore formation by suilysin, a bacterial cholesterol-dependent cytolysin.",Elife,10.7554/eLife.04247,2050-084X
24531478,,Structure of an unusual S-adenosylmethionine synthetase from Campylobacter jejuni.,Acta Crystallogr D Biol Crystallogr,10.1107/S139900471303023X,1399-0047
27111889,4899274,Extensive subunit contacts underpin herpesvirus capsid stability and interior-to-exterior allostery.,Nat Struct Mol Biol,10.1038/nsmb.3212,1545-9985
28216041,,Structure of a Type-1 Secretion System ABC Transporter.,Structure,10.1016/j.str.2017.01.010,1878-4186
18647346,,Crystal structures of Drosophila mutant translin and characterization of translin variants reveal the structural plasticity of translin proteins.,FEBS J,10.1111/j.1742-4658.2008.06571.x,1742-464X
29655608,5935541,Rational design of pyridyl derivatives of vanillin for the treatment of sickle cell disease.,Bioorg Med Chem,10.1016/j.bmc.2018.04.015,1464-3391
21398368,,The effects of an ideal beta-turn on beta-2 microglobulin fold stability.,J Biochem,10.1093/jb/mvr034,1756-2651
27353520,,Structure of a Novel Phosphotriesterase from Sphingobium sp. TCM1: A Familiar Binuclear Metal Center Embedded in a Seven-Bladed β-Propeller Protein Fold.,Biochemistry,10.1021/acs.biochem.6b00364,1520-4995
19481528,5226943,Mechanism of substrate unfolding and translocation by the regulatory particle of the proteasome from Methanocaldococcus jannaschii.,Mol Cell,10.1016/j.molcel.2009.04.022,1097-4164
29474922,5973842,Electron Cryo-microscopy Structure of Ebola Virus Nucleoprotein Reveals a Mechanism for Nucleocapsid-like Assembly.,Cell,10.1016/j.cell.2018.02.009,1097-4172
21300906,3044374,Structural dependence of HET-s amyloid fibril infectivity assessed by cryoelectron microscopy.,Proc Natl Acad Sci U S A,10.1073/pnas.1011342108,1091-6490
14501115,,Unusual space-group pseudosymmetry in crystals of human phosphopantothenoylcysteine decarboxylase.,Acta Crystallogr D Biol Crystallogr,10.1107/s0907444903016214,0907-4449
35355010,9930725,Plant phytochrome B is an asymmetric dimer with unique signalling potential.,Nature,10.1038/s41586-022-04529-z,1476-4687
31338985,6732271,New PRPS1 variant p.(Met68Leu) located in the dimerization area identified in a French CMTX5 patient.,Mol Genet Genomic Med,10.1002/mgg3.875,2324-9269
19520089,2830067,Insights into tRNA-dependent amidotransferase evolution and catalysis from the structure of the Aquifex aeolicus enzyme.,J Mol Biol,10.1016/j.jmb.2009.06.014,1089-8638
32513714,7321994,Coupling of Ca<sup>2+</sup> and voltage activation in BK channels through the αB helix/voltage sensor interface.,Proc Natl Acad Sci U S A,10.1073/pnas.1908183117,1091-6490
23968652,3854003,Influence of electron dose rate on electron counting images recorded with the K2 camera.,J Struct Biol,10.1016/j.jsb.2013.08.005,1095-8657
21705430,3153979,Activities of human RRP6 and structure of the human RRP6 catalytic domain.,RNA,10.1261/rna.2763111,1469-9001
16142897,,Biochemical characterization and crystal structure of a Dim1 family associated protein: Dim2.,Biochemistry,10.1021/bi050427o,0006-2960
18438417,,Structure of the GspK-GspI-GspJ complex from the enterotoxigenic Escherichia coli type 2 secretion system.,Nat Struct Mol Biol,10.1038/nsmb.1426,1545-9985
33826169,8453981,Catalytic and structural properties of ATP-dependent caprolactamase from Pseudomonas jessenii.,Proteins,10.1002/prot.26082,1097-0134
34446444,,Structural insight into the SAM-mediated assembly of the mitochondrial TOM core complex.,Science,10.1126/science.abh0704,1095-9203
38955181,11283359,An IDR-dependent mechanism for nuclear receptor control of Mediator interaction with RNA polymerase II.,Mol Cell,10.1016/j.molcel.2024.06.006,1097-4164
27161977,4899211,Structural and Functional Characterization of the LPS Transporter LptDE from Gram-Negative Pathogens.,Structure,10.1016/j.str.2016.03.026,1878-4186
33022847,7894522,Structure Based Design of Bicyclic Peptide Inhibitors of RbAp48.,Angew Chem Int Ed Engl,10.1002/anie.202009749,1521-3773
10673422,,The crystal structure of the formiminotransferase domain of formiminotransferase-cyclodeaminase: implications for substrate channeling in a bifunctional enzyme.,Structure,10.1016/s0969-2126(00)00078-2,0969-2126
15971206,,Molecular dynamics study of water penetration in staphylococcal nuclease.,Proteins,10.1002/prot.20486,1097-0134
18004773,,Solution structure of the beta-subunit of the translation initiation factor aIF2 from archaebacteria Sulfolobus solfataricus.,Proteins,10.1002/prot.21797,1097-0134
33658721,8063606,Pack a STRIPAK with hubs inside a hub.,Nat Struct Mol Biol,10.1038/s41594-021-00571-z,1545-9985
12837777,164862,Crystal structure of D-Hydantoinase from Burkholderia pickettii at a resolution of 2.7 Angstroms: insights into the molecular basis of enzyme thermostability.,J Bacteriol,10.1128/JB.185.14.4038-4049.2003,0021-9193
18385128,2397452,X-ray crystallographic studies of substrate binding to aristolochene synthase suggest a metal ion binding sequence for catalysis.,J Biol Chem,10.1074/jbc.M800659200,0021-9258
16616186,,"The crystal structure of Cdc42 in complex with collybistin II, a gephyrin-interacting guanine nucleotide exchange factor.",J Mol Biol,10.1016/j.jmb.2006.03.019,0022-2836
20302975,2875363,Structure of a premicellar complex of alkyl sulfates with the interfacial binding surfaces of four subunits of phospholipase A2.,Biochim Biophys Acta,10.1016/j.bbapap.2010.03.004,0006-3002
19218394,2668400,X-Ray crystallographic and mutational studies of fluoroacetate dehalogenase from Burkholderia sp. strain FA1.,J Bacteriol,10.1128/JB.01654-08,1098-5530
21063153,,Crystal structure of a PFU-PUL domain pair of Saccharomyces cerevisiae Doa1/Ufd3.,Kobe J Med Sci,,1883-0498
14614509,,DNA self-recognition in the structure of Pot1 bound to telomeric single-stranded DNA.,Nature,10.1038/nature02092,1476-4687
19804756,2900601,A supramodular FHA/BRCT-repeat architecture mediates Nbs1 adaptor function in response to DNA damage.,Cell,10.1016/j.cell.2009.07.043,1097-4172
16308566,1356319,A view of consecutive binding events from structures of tetrameric endonuclease SfiI bound to DNA.,EMBO J,10.1038/sj.emboj.7600880,0261-4189
17397863,,"Crystal structure, biochemical and genetic characterization of yeast and E. cuniculi TAF(II)5 N-terminal domain: implications for TFIID assembly.",J Mol Biol,10.1016/j.jmb.2007.02.039,0022-2836
27976861,,Probing the Energetics of Dynactin Filament Assembly and the Binding of Cargo Adaptor Proteins Using Molecular Dynamics Simulation and Electrostatics-Based Structural Modeling.,Biochemistry,10.1021/acs.biochem.6b01002,1520-4995
23812833,,Temporal and spectral characterization of the photosynthetic reaction center from Heliobacterium modesticaldum.,Photosynth Res,10.1007/s11120-013-9871-9,1573-5079
25274631,4239598,How periplasmic thioredoxin TlpA reduces bacterial copper chaperone ScoI and cytochrome oxidase subunit II (CoxB) prior to metallation.,J Biol Chem,10.1074/jbc.M114.607127,1083-351X
11076033,,Surface topography of microtubule walls decorated with monomeric and dimeric kinesin constructs.,Biol Chem,10.1515/BC.2000.123,1431-6730
28238532,5381515,Human βB2-Crystallin Forms a Face-en-Face Dimer in Solution: An Integrated NMR and SAXS Study.,Structure,10.1016/j.str.2017.02.001,1878-4186
11856350,,Stabilization of a (betaalpha)8-barrel protein by an engineered disulfide bridge.,Eur J Biochem,10.1046/j.1432-1033.2002.02745.x,0014-2956
17224163,,Octameric structure of the human bifunctional enzyme PAICS in purine biosynthesis.,J Mol Biol,10.1016/j.jmb.2006.12.027,0022-2836
17503420,,Membrane protein stoichiometry determined from the step-wise photobleaching of dye-labelled subunits.,Chembiochem,10.1002/cbic.200600474,1439-4227
22040731,,"Biochemical and structural analysis of Gox2181, a new member of the SDR superfamily from Gluconobacter oxydans.",Biochem Biophys Res Commun,10.1016/j.bbrc.2011.10.083,1090-2104
19167403,2654403,"Structural basis for catalysis of a tetrameric class IIa fructose 1,6-bisphosphate aldolase from Mycobacterium tuberculosis.",J Mol Biol,10.1016/j.jmb.2009.01.003,1089-8638
21760931,3132287,Mapping of protein-protein interaction sites in the plant-type [2Fe-2S] ferredoxin.,PLoS One,10.1371/journal.pone.0021947,1932-6203
25071205,4136627,Structures and organization of adenovirus cement proteins provide insights into the role of capsid maturation in virus entry and infection.,Proc Natl Acad Sci U S A,10.1073/pnas.1408462111,1091-6490
29327289,,Study of adenylyl cyclase-GαS interactions and identification of novel AC ligands.,Mol Cell Biochem,10.1007/s11010-018-3273-4,1573-4919
32737160,7443891,Parkinson's disease-related phosphorylation at Tyr39 rearranges α-synuclein amyloid fibril structure revealed by cryo-EM.,Proc Natl Acad Sci U S A,10.1073/pnas.1922741117,1091-6490
21829362,3150277,Crystal structure of PrgI-SipD: insight into a secretion competent state of the type three secretion system needle tip and its interaction with host ligands.,PLoS Pathog,10.1371/journal.ppat.1002163,1553-7374
27818140,5115963,"Nuclear RNA Exosome at 3.1 Å Reveals Substrate Specificities, RNA Paths, and Allosteric Inhibition of Rrp44/Dis3.",Mol Cell,10.1016/j.molcel.2016.09.038,1097-4164
15546616,,Structure and function of an unusual family of protein phosphatases: the bacterial chemotaxis proteins CheC and CheX.,Mol Cell,10.1016/j.molcel.2004.10.018,1097-2765
20382158,,The crystal structure of protein MJ1225 from Methanocaldococcus jannaschii shows strong conservation of key structural features seen in the eukaryal gamma-AMPK.,J Mol Biol,10.1016/j.jmb.2010.03.045,1089-8638
19366688,2719359,"Structure of PhnP, a phosphodiesterase of the carbon-phosphorus lyase pathway for phosphonate degradation.",J Biol Chem,10.1074/jbc.M808392200,1083-351X
20057048,,Self-interaction chromatography as a tool for optimizing conditions for membrane protein crystallization.,Acta Crystallogr D Biol Crystallogr,10.1107/S0907444909043972,1399-0047
37395646,10373542,Targeting the Spike Receptor Binding Domain Class V Cryptic Epitope by an Antibody with Pan-Sarbecovirus Activity.,J Virol,10.1128/jvi.01596-22,1098-5514
27050687,5070601,Outcome of the First wwPDB/CCDC/D3R Ligand Validation Workshop.,Structure,10.1016/j.str.2016.02.017,1878-4186
38508190,11162344,DNAJB8 oligomerization is mediated by an aromatic-rich motif that is dispensable for substrate activity.,Structure,10.1016/j.str.2024.02.015,1878-4186
37633266,,Structural and functional properties of different types of siphonous LHCII trimers from an intertidal green alga Bryopsis corticulans.,Structure,10.1016/j.str.2023.08.001,1878-4186
24598755,3949515,Multi-PAS domain-mediated protein oligomerization of PpsR from Rhodobacter sphaeroides.,Acta Crystallogr D Biol Crystallogr,10.1107/S1399004713033634,1399-0047
33536435,7859239,Conserved strategies of RNA polymerase I hibernation and activation.,Nat Commun,10.1038/s41467-021-21031-8,2041-1723
38237595,,The series of conformational states adopted by rotorless F<sub>1</sub>-ATPase during its hydrolysis cycle.,Structure,10.1016/j.str.2023.12.014,1878-4186
30297805,6175875,Subtomogram averaging of COPII assemblies reveals how coat organization dictates membrane shape.,Nat Commun,10.1038/s41467-018-06577-4,2041-1723
29507389,5866752,A lanthipeptide library used to identify a protein-protein interaction inhibitor.,Nat Chem Biol,10.1038/s41589-018-0008-5,1552-4469
21170023,3675890,The assembly of a GTPase-kinase signalling complex by a bacterial catalytic scaffold.,Nature,10.1038/nature09593,1476-4687
22949673,3458362,Structure of the human MTERF4-NSUN4 protein complex that regulates mitochondrial ribosome biogenesis.,Proc Natl Acad Sci U S A,10.1073/pnas.1210688109,1091-6490
11101293,,Crystal structure of human CD69: a C-type lectin-like activation marker of hematopoietic cells.,Biochemistry,10.1021/bi0018180,0006-2960
12144787,,Molecular architecture of the undecameric rotor of a bacterial Na+-ATP synthase.,J Mol Biol,10.1016/s0022-2836(02)00597-1,0022-2836
12148785,,Study of the yeast Saccharomyces cerevisiae F1F0-ATPase epsilon-subunit.,J Pept Sci,10.1002/psc.399,1075-2617
19098713,2637311,NF-kappaB p52:RelB heterodimer recognizes two classes of kappaB sites with two distinct modes.,EMBO Rep,10.1038/embor.2008.227,1469-3178
29791979,6105367,Functional and structural characterization of zebrafish ASC.,FEBS J,10.1111/febs.14514,1742-4658
25637661,4457281,A structural rearrangement of the Na+/K+-ATPase traps ouabain within the external ion permeation pathway.,J Mol Biol,10.1016/j.jmb.2015.01.011,1089-8638
18996848,2635053,"Crystal structure of FadA adhesin from Fusobacterium nucleatum reveals a novel oligomerization motif, the leucine chain.",J Biol Chem,10.1074/jbc.M805503200,0021-9258
15361618,,Mechanism of ammonia transport by Amt/MEP/Rh: structure of AmtB at 1.35 A.,Science,10.1126/science.1101952,1095-9203
25914056,,Integrative Modeling of Biomolecular Complexes: HADDOCKing with Cryo-Electron Microscopy Data.,Structure,10.1016/j.str.2015.03.014,1878-4186
31664822,,Structure of the Human ACP-ISD11 Heterodimer.,Biochemistry,10.1021/acs.biochem.9b00539,1520-4995
29473952,,Biophysical and structural insight into the USP8/14-3-3 interaction.,FEBS Lett,10.1002/1873-3468.13017,1873-3468
31767780,6989802,In Situ Structure of the Vibrio Polar Flagellum Reveals a Distinct Outer Membrane Complex and Its Specific Interaction with the Stator.,J Bacteriol,10.1128/JB.00592-19,1098-5530
28695854,5505250,"The putative polyketide cyclase MSMEG_0129 from Mycobacterium smegmatis: purification, crystallization and X-ray crystallographic analysis.",Acta Crystallogr F Struct Biol Commun,10.1107/S2053230X17008937,2053-230X
27109553,5097456,"The ""Lid"" in the Streptococcus pneumoniae SrtC1 Sortase Adopts a Rigid Structure that Regulates Substrate Access to the Active Site.",J Phys Chem B,10.1021/acs.jpcb.6b01930,1520-5207
12972349,,The 10.8-A structure of Saccharomyces cerevisiae phosphofructokinase determined by cryoelectron microscopy: localization of the putative fructose 6-phosphate binding sites.,J Struct Biol,10.1016/s1047-8477(03)00140-0,1047-8477
35165385,8894135,Identification and structure of an extracellular contractile injection system from the marine bacterium Algoriphagus machipongonensis.,Nat Microbiol,10.1038/s41564-022-01059-2,2058-5276
20438737,,Structural and biochemical characterization of a halophilic archaeal alkaline phosphatase.,J Mol Biol,10.1016/j.jmb.2010.04.057,1089-8638
35768504,9452301,Structural basis for SHOC2 modulation of RAS signalling.,Nature,10.1038/s41586-022-04838-3,1476-4687
15596443,,Visualization of the binding of Hsc70 ATPase to clathrin baskets: implications for an uncoating mechanism.,J Biol Chem,10.1074/jbc.M411712200,0021-9258
16878989,,The second half of the fourth period of tropomyosin is a key region for Ca(2+)-dependent regulation of striated muscle thin filaments.,Biochemistry,10.1021/bi060963w,0006-2960
14646082,,Acetobacter turbidans alpha-amino acid ester hydrolase: merohedral twinning in P21 obscured by pseudo-translational NCS.,Acta Crystallogr D Biol Crystallogr,10.1107/s0907444903020729,0907-4449
11118452,,"Entropic stabilization of the tryptophan synthase alpha-subunit from a hyperthermophile, Pyrococcus furiosus. X-ray analysis and calorimetry.",J Biol Chem,10.1074/jbc.M009987200,0021-9258
29295714,6389161,"fDETECT webserver: fast predictor of propensity for protein production, purification, and crystallization.",BMC Bioinformatics,10.1186/s12859-017-1995-z,1471-2105
30055466,,Structure-activity relationship and conformational studies of the natural product cyclic depsipeptides YM-254890 and FR900359.,Eur J Med Chem,10.1016/j.ejmech.2018.07.023,1768-3254
15826651,,Dihydroorotase from Escherichia coli: loop movement and cooperativity between subunits.,J Mol Biol,10.1016/j.jmb.2005.01.067,0022-2836
15558546,,Identification of amino acids important for target recognition by the DNA:m5C methyltransferase M.NgoPII by alanine-scanning mutagenesis of residues at the protein-DNA interface.,Proteins,10.1002/prot.20297,1097-0134
