pmid,pmc,title,journal,doi,issn
21920448,3228262,Analysis of the glycoproteome of Toxoplasma gondii using lectin affinity chromatography and tandem mass spectrometry.,Microbes Infect,10.1016/j.micinf.2011.08.013,1769-714X
19411661,2722777,"Multiple reaction monitoring-based, multiplexed, absolute quantitation of 45 proteins in human plasma.",Mol Cell Proteomics,10.1074/mcp.M800540-MCP200,1535-9484
22949735,3733483,FAM123A binds to microtubules and inhibits the guanine nucleotide exchange factor ARHGEF2 to decrease actomyosin contractility.,Sci Signal,10.1126/scisignal.2002871,1937-9145
12824552,,"Purification of mammalian serine palmitoyltransferase, a hetero-subunit enzyme for sphingolipid biosynthesis, by affinity-peptide chromatography.",Methods Mol Biol,10.1385/1-59259-400-X:163,1064-3745
16212403,,Reversed-phase high-performance liquid chromatographic prefractionation of immunodepleted human serum proteins to enhance mass spectrometry identification of lower-abundant proteins.,J Proteome Res,10.1021/pr050088l,1535-3893
32044463,,A tandem-repeat galectin-1 from Apostichopus japonicus with broad PAMP recognition pattern and antibacterial activity.,Fish Shellfish Immunol,10.1016/j.fsi.2020.02.011,1095-9947
34134489,,Stable and EGF-Induced Temporal Interactome Profiling of CBL and CBLB Highlights Their Signaling Complex Diversity.,J Proteome Res,10.1021/acs.jproteome.1c00284,1535-3907
34488562,,Amyloid aggregation and secondary structure changes of liver cystatin: Acidic denaturation and TFE induced studies.,J Biomol Struct Dyn,10.1080/07391102.2021.1971565,1538-0254
24473139,3958827,"Proteomic profiling of cytosolic glutathione transferases from three bivalve species: Corbicula fluminea, Mytilus galloprovincialis and Anodonta cygnea.",Int J Mol Sci,10.3390/ijms15021887,1422-0067
17913622,,Localization and characterization of protein-protein interaction sites.,Methods Enzymol,10.1016/S0076-6879(07)29007-X,0076-6879
25011393,,A small molecule that induces reactive oxygen species via cellular glutathione depletion.,Biochem J,10.1042/BJ20140669,1470-8728
12651005,,Novel approach to obtain biologically active recombinant heterodimeric proteins in Escherichia coli.,J Chromatogr B Analyt Technol Biomed Life Sci,10.1016/s1570-0232(02)00720-1,1570-0232
18296658,2670247,Interaction and colocalization of CaBP4 and Unc119 (MRG4) in photoreceptors.,Invest Ophthalmol Vis Sci,10.1167/iovs.07-1166,0146-0404
18198383,,Oligomerization of the influenza virus polymerase complex in vivo.,J Gen Virol,10.1099/vir.0.83387-0,0022-1317
15001393,,Purification and characterization of four isoforms of Himalayan mistletoe ribosome-inactivating protein from Viscum album having unique sugar affinity.,Arch Biochem Biophys,10.1016/j.abb.2003.12.033,0003-9861
17008050,,ATM regulates ionizing radiation-induced disruption of HDAC1:PP1:Rb complexes.,Cell Signal,10.1016/j.cellsig.2006.08.001,0898-6568
17912606,,"Intermediate binding of phycocyanobilin to the lyase, CpeS1, and transfer to apoprotein.",Photosynth Res,10.1007/s11120-007-9251-4,0166-8595
21598383,,Facile preparation of monolithic immobilized metal affinity chromatography capillary columns for selective enrichment of phosphopeptides.,J Sep Sci,10.1002/jssc.201100169,1615-9314
34946108,8707574,A Set of Plasmid-Based Modules for Easy Switching of C-Terminal Epitope Tags in Saccharomyces cerevisiae.,Microorganisms,10.3390/microorganisms9122505,2076-2607
26209695,4588620,The Octatricopeptide Repeat Protein Raa8 Is Required for Chloroplast trans Splicing.,Eukaryot Cell,10.1128/EC.00096-15,1535-9786
15596542,2172632,Quantitative mass spectrometry reveals a role for the GTPase Rho1p in actin organization on the peroxisome membrane.,J Cell Biol,10.1083/jcb.200404119,0021-9525
28841410,6857456,In Situ Capture of Chromatin Interactions by Biotinylated dCas9.,Cell,10.1016/j.cell.2017.08.003,1097-4172
27995962,5171805,Engineering the surface properties of a human monoclonal antibody prevents self-association and rapid clearance in vivo.,Sci Rep,10.1038/srep38644,2045-2322
23669032,3734585,Possible links between stress defense and the tricarboxylic acid (TCA) cycle in Francisella pathogenesis.,Mol Cell Proteomics,10.1074/mcp.M112.024794,1535-9484
15802225,,High level expression of peptides and proteins using cytochrome b5 as a fusion host.,Protein Expr Purif,10.1016/j.pep.2004.12.025,1046-5928
18823312,,Arabidopsis thaliana acyl-CoA-binding protein ACBP2 interacts with heavy-metal-binding farnesylated protein AtFP6.,New Phytol,10.1111/j.1469-8137.2008.02631.x,1469-8137
17715220,2168766,White spot syndrome virus proteins and differentially expressed host proteins identified in shrimp epithelium by shotgun proteomics and cleavable isotope-coded affinity tag.,J Virol,10.1128/JVI.01006-07,0022-538X
18510356,2694672,Phosphoprotein profiling by PA-GeLC-MS/MS.,J Proteome Res,10.1021/pr700816k,1535-3893
24603934,,Genome-wide identification and quantification of protein synthesis in cultured cells and whole tissues by puromycin-associated nascent chain proteomics (PUNCH-P).,Nat Protoc,10.1038/nprot.2014.051,1750-2799
14970555,,Immunoaffinity chromatography.,Methods Mol Biol,10.1385/1-59259-655-x:167,1064-3745
19651638,2776472,Stable expression and characterization of N-terminal tagged recombinant human bone morphogenetic protein 15.,Mol Hum Reprod,10.1093/molehr/gap062,1460-2407
20811992,3392080,Proteomic analysis of scaffold proteins in the ERK cascade.,Methods Mol Biol,10.1007/978-1-60761-795-2_19,1940-6029
37723562,10506243,Analysis of a macrophage carbamylated proteome reveals a function in post-translational modification crosstalk.,Cell Commun Signal,10.1186/s12964-023-01257-3,1478-811X
36965617,10164890,An affinity tool for the isolation of endogenous active mTORC1 from various cellular sources.,J Biol Chem,10.1016/j.jbc.2023.104644,1083-351X
23028981,3445521,Heterodimeric barnase-barstar vaccine molecules: influence of one versus two targeting units specific for antigen presenting cells.,PLoS One,10.1371/journal.pone.0045393,1932-6203
31987167,,Boronic acid modified polyoxometalate-alginate hybrid for the isolation of glycoproteins at neutral environment.,Talanta,10.1016/j.talanta.2019.120620,1873-3573
30550789,6366944,Protein Interaction Mapping Identifies RBBP6 as a Negative Regulator of Ebola Virus Replication.,Cell,10.1016/j.cell.2018.08.044,1097-4172
33372050,7950214,Unraveling the MAX2 Protein Network in Arabidopsis thaliana: Identification of the Protein Phosphatase PAPP5 as a Novel MAX2 Interactor.,Mol Cell Proteomics,10.1074/mcp.RA119.001766,1535-9484
22828706,,Proteomic study explores AGR2 as pro-metastatic protein in HCC.,Mol Biosyst,10.1039/c2mb25160d,1742-2051
26831701,,Affinity Purification Method for the Identification of Nonribosomal Peptide Biosynthetic Enzymes Using a Synthetic Probe for Adenylation Domains.,Methods Mol Biol,10.1007/978-1-4939-3375-4_4,1940-6029
16254931,,Development of a novel chemical probe for the selective enrichment of phosphorylated serine- and threonine-containing peptides.,Chembiochem,10.1002/cbic.200500209,1439-4227
30610732,,Quantitative Phosphoproteomics of Selective Autophagy Receptors.,Methods Mol Biol,10.1007/978-1-4939-8873-0_46,1940-6029
15781463,3188450,The Drosophila acetylcholine receptor subunit D alpha5 is part of an alpha-bungarotoxin binding acetylcholine receptor.,J Biol Chem,10.1074/jbc.M409639200,0021-9258
10620369,,Purification and characterization of glutathione transferases from the sea bass (Dicentrarchus labrax) liver.,Arch Biochem Biophys,10.1006/abbi.1999.1569,0003-9861
18623281,3658453,Efficacy of glycoprotein enrichment by microscale lectin affinity chromatography.,J Sep Sci,10.1002/jssc.200800094,1615-9314
19553454,6666056,"Glutamate transporter coupling to Na,K-ATPase.",J Neurosci,10.1523/JNEUROSCI.1081-09.2009,1529-2401
23823123,3688836,Systematic Analysis Reveals Elongation Factor 2 and α-Enolase as Novel Interaction Partners of AKT2.,PLoS One,10.1371/journal.pone.0066045,1932-6203
17274599,,"Investigating the ""steric gate"" of human immunodeficiency virus type 1 (HIV-1) reverse transcriptase by targeted insertion of unnatural amino acids.",Biochemistry,10.1021/bi061772w,0006-2960
19112178,2649093,A chicken ovalbumin upstream promoter transcription factor I (COUP-TFI) complex represses expression of the gene encoding tumor necrosis factor alpha-induced protein 8 (TNFAIP8).,J Biol Chem,10.1074/jbc.M807713200,0021-9258
22888148,3494187,Protein-protein-interaction network organization of the hypusine modification system.,Mol Cell Proteomics,10.1074/mcp.M112.019059,1535-9484
19833097,,Reconstitution in vitro of the catalytic portion (NtpA3-B3-D-G complex) of Enterococcus hirae V-type Na+-ATPase.,Biochem Biophys Res Commun,10.1016/j.bbrc.2009.10.032,1090-2104
11210132,,A cold acclimation protein with refolding activity on frozen denatured enzymes.,Biosci Biotechnol Biochem,10.1271/bbb.64.2668,0916-8451
10704368,,Interaction between the cytodomains of the alpha 3 and beta 1 integrin subunits regulates remodelling of adhesion complexes on laminin.,J Cell Sci,10.1242/jcs.113.7.1167,0021-9533
10964987,,Characterization of diphtheria fusion proteins targeted to the human interleukin-3 receptor.,Protein Eng,10.1093/protein/13.8.575,0269-2139
22028469,3439136,Proteomic and functional genomic landscape of receptor tyrosine kinase and ras to extracellular signal-regulated kinase signaling.,Sci Signal,10.1126/scisignal.2002029,1937-9145
11557526,,Association of protein kinase A with AKAP150 facilitates pepsinogen secretion from gastric chief cells.,Am J Physiol Gastrointest Liver Physiol,10.1152/ajpgi.2001.281.4.G1051,0193-1857
30534207,6260868,High-performance gene expression and knockout tools using sleeping beauty transposon system.,Mob DNA,10.1186/s13100-018-0139-y,1759-8753
14516746,,Structural characterisation of neuronal voltage-sensitive K+ channels heterologously expressed in Pichia pastoris.,J Mol Biol,10.1016/j.jmb.2003.07.009,0022-2836
19443441,2715230,CUGBP2 directly interacts with U2 17S snRNP components and promotes U2 snRNA binding to cardiac troponin T pre-mRNA.,Nucleic Acids Res,10.1093/nar/gkp346,1362-4962
18396901,2731429,Proteomic profiling of nonenzymatically glycated proteins in human plasma and erythrocyte membranes.,J Proteome Res,10.1021/pr700763r,1535-3893
22133715,,Reconstitution of the human chaperonin CCT by co-expression of the eight distinct subunits in mammalian cells.,Protein Expr Purif,10.1016/j.pep.2011.11.010,1096-0279
24245541,,Optimization of enrichment conditions on TiO2 chromatography using glycerol as an additive reagent for effective phosphoproteomic analysis.,J Proteome Res,10.1021/pr400546u,1535-3907
27642862,,Ultra-deep tyrosine phosphoproteomics enabled by a phosphotyrosine superbinder.,Nat Chem Biol,10.1038/nchembio.2178,1552-4469
22967496,,Identification and quantification of newly synthesized proteins translationally regulated by YB-1 using a novel Click-SILAC approach.,J Proteomics,10.1016/j.jprot.2012.08.019,1876-7737
34686657,8536684,"Smooth muscle 22 alpha protein inhibits VSMC foam cell formation by supporting normal LXRα signaling, ameliorating atherosclerosis.",Cell Death Dis,10.1038/s41419-021-04239-w,2041-4889
16540359,,Purification and properties of a glutathione peroxidase from Southern bluefin tuna (Thunnus maccoyii) liver.,Comp Biochem Physiol B Biochem Mol Biol,10.1016/j.cbpb.2006.01.011,1096-4959
22910208,,Validation of histone-binding partners by peptide pull-downs and isothermal titration calorimetry.,Methods Enzymol,10.1016/B978-0-12-391940-3.00009-3,1557-7988
30141034,,Recombinant Purification of the Periplasmic Portion of the LINC Complex.,Methods Mol Biol,10.1007/978-1-4939-8691-0_2,1940-6029
33146709,7670567,"The interactome of multifunctional HAX1 protein suggests its role in the regulation of energy metabolism, de-aggregation, cytoskeleton organization and RNA-processing.",Biosci Rep,10.1042/BSR20203094,1573-4935
21441861,6259754,"Purification, biochemical characterization, and bioactive properties of a lectin purified from the seeds of white tepary bean (phaseolus acutifolius variety latifolius).",Molecules,10.3390/molecules16032561,1420-3049
11836254,,"Cloning, expression, and characterization of the Galalpha 1,3Gal high affinity lectin from the mushroom Marasmius oreades.",J Biol Chem,10.1074/jbc.M200165200,0021-9258
19607924,,The production of recombinant human laminin-332 in a Leishmania tarentolae expression system.,Protein Expr Purif,10.1016/j.pep.2009.07.005,1096-0279
19620239,2757197,[(3)H]Epibatidine photolabels non-equivalent amino acids in the agonist binding site of Torpedo and alpha4beta2 nicotinic acetylcholine receptors.,J Biol Chem,10.1074/jbc.M109.019083,1083-351X
30539263,,"Xylanosomes produced by Cellulosimicrobium cellulans F16 were diverse in size, but resembled in subunit composition.",Arch Microbiol,10.1007/s00203-018-1606-z,1432-072X
26964561,,Role of apolipoprotein B100 and oxidized low-density lipoprotein in the monocyte tissue factor induction mediated by anti-β2 glycoprotein I antibodies.,Lupus,10.1177/0961203316638165,1477-0962
12139969,,Purification and characterization of a novel glutathione S-transferase from Asaphis dichotoma.,Arch Biochem Biophys,10.1016/s0003-9861(02)00223-0,0003-9861
26584923,,The Use of Titanium Dioxide for Selective Enrichment of Phosphorylated Peptides.,Methods Mol Biol,10.1007/978-1-4939-3049-4_9,1940-6029
26438879,,"Biophysical and physiological characterization of ZraP from Escherichia coli, the periplasmic accessory protein of the atypical ZraSR two-component system.",Biochem J,10.1042/BJ20150827,1470-8728
12020787,,Identification of B cell epitopes of hepatitis C virus RNA dependent RNA polymerase.,J Virol Methods,10.1016/s0166-0934(02)00006-x,0166-0934
29409697,,"Heterologous expression, purification and characterization of human β-1,2-N-acetylglucosaminyltransferase II using a silkworm-based Bombyx mori nucleopolyhedrovirus bacmid expression system.",J Biosci Bioeng,10.1016/j.jbiosc.2018.01.011,1347-4421
22669463,,Identification of amino acids involved in catalytic process of M. tuberculosis GlmU acetyltransferase.,Glycoconj J,10.1007/s10719-012-9402-5,1573-4986
20571534,2913403,Analysis of protein complexes through model-based biclustering of label-free quantitative AP-MS data.,Mol Syst Biol,10.1038/msb.2010.41,1744-4292
14582772,,Improved resolution of human cerebrospinal fluid proteins on two-dimensional gels.,Mult Scler,10.1191/1352458503ms954oa,1352-4585
24841622,,Identification of novel Drosophila centromere-associated proteins.,Proteomics,10.1002/pmic.201400052,1615-9861
19056467,,DNA and heparin chaperone the refolding of purified recombinant replication protein A subunit 1 from Leishmania amazonensis.,Biochim Biophys Acta,10.1016/j.bbagen.2008.10.011,0006-3002
16275642,,"Raf60, a novel component of the Rpd3 histone deacetylase complex required for Rpd3 activity in Saccharomyces cerevisiae.",J Biol Chem,10.1074/jbc.M511561200,0021-9258
23651062,,RACK1 (receptor for activated C-kinase 1) interacts with FBW2 (F-box and WD-repeat domain-containing 2) to up-regulate GCM1 (glial cell missing 1) stability and placental cell migration and invasion.,Biochem J,10.1042/BJ20130175,1470-8728
37398265,10312928,Analysis of a macrophage carbamylated proteome reveals a function in post-translational modification crosstalk.,Res Sq,10.21203/rs.3.rs-3044777/v1,2693-5015
22375831,,Identification of core components and transient interactors of the peroxisomal importomer by dual-track stable isotope labeling with amino acids in cell culture analysis.,J Proteome Res,10.1021/pr3000333,1535-3907
29665472,,Off-line solid phase extraction and liquid chromatography-tandem mass spectrometry method for the quantitation of brivaracetam acid metabolites: Method validation and application to in vitro metabolism assays.,J Chromatogr B Analyt Technol Biomed Life Sci,10.1016/j.jchromb.2018.04.018,1873-376X
24637221,,"Purification, characterization and functional role of lectin from green tiger shrimp Penaeus semisulcatus.",Int J Biol Macromol,10.1016/j.ijbiomac.2014.03.008,1879-0003
22909274,,Sparc-like protein 1 is a new marker of human glioma progression.,J Proteome Res,10.1021/pr3005698,1535-3907
34008858,,α-Conotoxin Bt1.8 from Conus betulinus selectively inhibits α6/α3β2β3 and α3β2 nicotinic acetylcholine receptor subtypes.,J Neurochem,10.1111/jnc.15434,1471-4159
16704198,,Rapid production of functionalized recombinant proteins: marrying ligation independent cloning and in vitro protein ligation.,Bioconjug Chem,10.1021/bc050320d,1043-1802
15663945,,"The Escherichia coli twin-arginine translocation apparatus incorporates a distinct form of TatABC complex, spectrum of modular TatA complexes and minor TatAB complex.",J Mol Biol,10.1016/j.jmb.2004.11.047,0022-2836
18343407,,alpha B-crystallin is a cytoplasmic interaction partner of the kidney-specific cadherin-16.,J Mol Biol,10.1016/j.jmb.2008.02.008,1089-8638
15761952,,Single-step Strep-tag purification for the isolation and identification of protein complexes from mammalian cells.,Proteomics,10.1002/pmic.200400991,1615-9853
18782753,2621004,A PP2A phosphatase high density interaction network identifies a novel striatin-interacting phosphatase and kinase complex linked to the cerebral cavernous malformation 3 (CCM3) protein.,Mol Cell Proteomics,10.1074/mcp.M800266-MCP200,1535-9484
34590762,8605370,Structure-based design of a photoswitchable affibody scaffold.,Protein Sci,10.1002/pro.4196,1469-896X
26873250,4858938,Bacterial Interactomes: Interacting Protein Partners Share Similar Function and Are Validated in Independent Assays More Frequently Than Previously Reported.,Mol Cell Proteomics,10.1074/mcp.M115.054692,1535-9484
23820730,3790297,Proteomic analysis of the SH2 domain-containing leukocyte protein of 76 kDa (SLP76) interactome in resting and activated primary mast cells [corrected].,Mol Cell Proteomics,10.1074/mcp.M112.025908,1535-9484
11053035,,Secretion of extracellular superoxide dismutase in neonatal lungs.,Am J Physiol Lung Cell Mol Physiol,10.1152/ajplung.2000.279.5.L977,1040-0605
24400740,3923452,abFASP-MS: affinity-based filter-aided sample preparation mass spectrometry for quantitative analysis of chemically labeled protein complexes.,J Proteome Res,10.1021/pr4009892,1535-3907
15317987,,Screening and optimizing protein production in E. coli.,Methods Mol Biol,10.1385/1-59259-809-9:001,1064-3745
20803084,,An Arabidopsis splicing RNP variant STEP1 regulates telomere length homeostasis by restricting access of nuclease and telomerase.,Mol Cells,10.1007/s10059-010-0115-y,0219-1032
17997517,,Proteomic identification of endothelial proteins isolated in situ from atherosclerotic aorta via systemic perfusion.,J Proteome Res,10.1021/pr070537c,1535-3893
27371601,,Protein Complex Purification by Affinity Capture.,Cold Spring Harb Protoc,10.1101/pdb.top077545,1559-6095
15004283,374317,Proteomic analysis of thioredoxin-targeted proteins in Escherichia coli.,Proc Natl Acad Sci U S A,10.1073/pnas.0308701101,0027-8424
28593756,5510089,Specific Affinity Enrichment of Electrochemically Cleaved Peptides Based on Cu(II)-Mediated Spirolactone Tagging.,Anal Chem,10.1021/acs.analchem.7b01039,1520-6882
12361711,,Identification of S-glutathionylated cellular proteins during oxidative stress and constitutive metabolism by affinity purification and proteomic analysis.,Arch Biochem Biophys,10.1016/s0003-9861(02)00468-x,0003-9861
25789554,4365668,The zinc finger proteins ZNF644 and WIZ regulate the G9a/GLP complex for gene repression.,Elife,10.7554/eLife.05606,2050-084X
13680368,,Structural and functional analysis of the killer element pPin1-3 from Pichia inositovora.,Mol Genet Genomics,10.1007/s00438-003-0920-5,1617-4615
10859298,,Evidence for ezrin-radixin-moesin-binding phosphoprotein 50 (EBP50) self-association through PDZ-PDZ interactions.,J Biol Chem,10.1074/jbc.C000092200,0021-9258
28856643,,Protein-Protein Interaction Assays with Effector-GFP Fusions in Nicotiana benthamiana.,Methods Mol Biol,10.1007/978-1-4939-7249-4_8,1940-6029
36206341,9544329,Oncogenic role of a developmentally regulated NTRK2 splice variant.,Sci Adv,10.1126/sciadv.abo6789,2375-2548
32302670,,Functional association of the stress-responsive LiaH protein and the minimal TatAyCy protein translocase in Bacillus subtilis.,Biochim Biophys Acta Mol Cell Res,10.1016/j.bbamcr.2020.118719,1879-2596
27835998,5106837,A proteomic approach to the development of DIVA ELISA distinguishing pigs infected with Salmonella Typhimurium and pigs vaccinated with a Salmonella Typhimurium-based inactivated vaccine.,BMC Vet Res,10.1186/s12917-016-0879-1,1746-6148
21617801,,Protein phosphorylation analysis in archival clinical cancer samples by shotgun and targeted proteomics approaches.,Mol Biosyst,10.1039/c1mb05113j,1742-2051
26285592,4593227,Biochemical effects of mutations in the gene encoding the alpha subunit of eukaryotic initiation factor (eIF) 2B associated with Vanishing White Matter disease.,BMC Med Genet,10.1186/s12881-015-0204-z,1471-2350
33877621,,Biochemical Characterization of GPCR-G Protein Complex Formation.,Methods Mol Biol,10.1007/978-1-0716-1394-8_3,1940-6029
16263307,,Laser flash photolysis of hydrogen peroxide to oxidize protein solvent-accessible residues on the microsecond timescale.,J Am Soc Mass Spectrom,10.1016/j.jasms.2005.09.008,1044-0305
18924110,,Quantitative assessment of the structural bias in protein-protein interaction assays.,Proteomics,10.1002/pmic.200800150,1615-9861
35284605,8855090,Amber Suppression Technology for Mapping Site-specific Viral-host Protein Interactions in Mammalian Cells.,Bio Protoc,10.21769/BioProtoc.4315,2331-8325
39116123,,An integrated structural model of the DNA damage-responsive H3K4me3 binding WDR76:SPIN1 complex with the nucleosome.,Proc Natl Acad Sci U S A,10.1073/pnas.2318601121,1091-6490
29054129,7029486,BioPlex Display: An Interactive Suite for Large-Scale AP-MS Protein-Protein Interaction Data.,J Proteome Res,10.1021/acs.jproteome.7b00572,1535-3907
11278895,,"Differential binding regulation of microtubule-associated proteins MAP1A, MAP1B, and MAP2 by tubulin polyglutamylation.",J Biol Chem,10.1074/jbc.M011380200,0021-9258
12243354,,Characterization of a CK II protein kinase from etiolated oat seedlings.,Mol Cells,,1016-8478
35011428,8746953,Caseinolytic Proteins (Clp) in the Genus Klebsiella: Special Focus on ClpK.,Molecules,10.3390/molecules27010200,1420-3049
20026606,2825429,Leukotriene BLT2 receptor monomers activate the G(i2) GTP-binding protein more efficiently than dimers.,J Biol Chem,10.1074/jbc.M109.083477,1083-351X
28552792,,Plasmodium glyceraldehyde-3-phosphate dehydrogenase: A potential malaria diagnostic target.,Exp Parasitol,10.1016/j.exppara.2017.05.007,1090-2449
25618352,,Identification of the targets of biologically active small molecules using quantitative proteomics.,Methods Mol Biol,10.1007/978-1-4939-2269-7_21,1940-6029
16769219,,Material-enhanced laser desorption/ionization (MELDI)--a new protein profiling tool utilizing specific carrier materials for time of flight mass spectrometric analysis.,J Am Soc Mass Spectrom,10.1016/j.jasms.2006.04.032,1044-0305
36748803,,"Identification and Molecular Mechanism of Novel Immunomodulatory Peptides from Gelatin Hydrolysates: Molecular Docking, Dynamic Simulation, and Cell Experiments.",J Agric Food Chem,10.1021/acs.jafc.2c06982,1520-5118
22775451,,A protein disulfide isomerase/thioredoxin-1 complex is physically attached to exofacial membrane tumor necrosis factor receptors: overexpression in chronic lymphocytic leukemia cells.,Antioxid Redox Signal,10.1089/ars.2012.4789,1557-7716
21468704,,High-yield production of hydrophobins RodA and RodB from Aspergillus fumigatus in Pichia pastoris.,Appl Microbiol Biotechnol,10.1007/s00253-011-3235-1,1432-0614
24874924,,Systematic analysis of the lysine acetylome in Vibrio parahemolyticus.,J Proteome Res,10.1021/pr500133t,1535-3907
35534617,9085856,Comparative proteome analysis of the tegument of male and female adult Schistosoma mansoni.,Sci Rep,10.1038/s41598-022-11645-3,2045-2322
29394002,,Site-Specific Labelling of Native Mammalian Proteins for Single-Molecule FRET Measurements.,Chembiochem,10.1002/cbic.201700696,1439-7633
25750129,4416831,Down-regulation of ZmEXPB6 (Zea mays β-expansin 6) protein is correlated with salt-mediated growth reduction in the leaves of Z. mays L.,J Biol Chem,10.1074/jbc.M114.619718,1083-351X
16207085,,Nucleotide binding and filament assembly of recombinant yeast septin complexes.,Biol Chem,10.1515/BC.2005.075,1431-6730
18008152,,"Purification, characterization and N-terminal sequences alignment of a mannose specific protein purified from Potca fish, Tetraodon patoca.",Protein J,10.1007/s10930-007-9112-1,1572-3887
23329485,,Biochemical large-scale identification of MHC class I ligands.,Methods Mol Biol,10.1007/978-1-62703-218-6_12,1940-6029
17269728,2527595,Profiling the membrane proteome of Shewanella oneidensis MR-1 with new affinity labeling probes.,J Proteome Res,10.1021/pr060480e,1535-3893
14580888,,Tandem IMAC-HPLC purification of a cocaine-binding scFv antibody.,J Immunol Methods,10.1016/j.jim.2003.07.010,0022-1759
18825976,,[Intracellular lectins of Lentinus edodes at various developmental stages of the fungus].,Mikrobiologiia,,0026-3656
20973002,,Characterization of metal-labelled peptides by matrix-assisted laser desorption/ionization mass spectrometry and tandem mass spectrometry.,Rapid Commun Mass Spectrom,10.1002/rcm.4771,1097-0231
10828948,,Chromophore-apoprotein interactions in Synechocystis sp. PCC6803 phytochrome Cph1.,Biochemistry,10.1021/bi992916s,0006-2960
30092030,6084945,SURGE complex of Plasmodium falciparum in the rhoptry-neck (SURFIN4.2-RON4-GLURP) contributes to merozoite invasion.,PLoS One,10.1371/journal.pone.0201669,1932-6203
16597947,1448999,Paenibacillus curdlanolyticus strain B-6 xylanolytic-cellulolytic enzyme system that degrades insoluble polysaccharides.,Appl Environ Microbiol,10.1128/AEM.72.4.2483-2490.2006,0099-2240
15527986,,"AcFKH1, a novel member of the forkhead family, associates with the RFX transcription factor CPCR1 in the cephalosporin C-producing fungus Acremonium chrysogenum.",Gene,10.1016/j.gene.2004.08.002,0378-1119
10788499,,Zinc stoichiometry of yeast RNA polymerase II and characterization of mutations in the zinc-binding domain of the largest subunit.,J Biol Chem,10.1074/jbc.275.18.13780,0021-9258
17188586,,Rat plasma proteomics: effects of abundant protein depletion on proteomic analysis.,J Chromatogr B Analyt Technol Biomed Life Sci,10.1016/j.jchromb.2006.11.051,1570-0232
11306056,,Class II alcohol dehydrogenase (ADH2)--adding the structure.,Chem Biol Interact,10.1016/s0009-2797(00)00276-3,0009-2797
38416724,,Pursuing Impactful Quantitative Proteomics Using QC-Channels in Every Spectrum and Trend-Design in Experiment.,J Am Soc Mass Spectrom,10.1021/jasms.3c00346,1879-1123
11705400,,"IscA, an alternate scaffold for Fe-S cluster biosynthesis.",Biochemistry,10.1021/bi015656z,0006-2960
25813043,4417161,Subunit compositions of Arabidopsis RNA polymerases I and III reveal Pol I- and Pol III-specific forms of the AC40 subunit and alternative forms of the C53 subunit.,Nucleic Acids Res,10.1093/nar/gkv247,1362-4962
19010473,,Depletion of high-abundance proteins from human plasma using a combination of an affinity and pseudo-affinity column.,J Chromatogr A,10.1016/j.chroma.2008.10.104,1873-3778
17617475,,Isolation and functional characterization of anti-acetylcholine receptor subunit-specific autoantibodies from myasthenic patients: receptor loss in cell culture.,J Neuroimmunol,10.1016/j.jneuroim.2007.06.014,0165-5728
35290642,9278544,Purification and Characterization of Human DNA Ligase IIIα Complexes After Expression in Insect Cells.,Methods Mol Biol,10.1007/978-1-0716-2063-2_15,1940-6029
28317950,,In vivo identification of potential uranium protein targets in zebrafish ovaries after chronic waterborne exposure.,Metallomics,10.1039/c6mt00291a,1756-591X
14660704,,Applicability of tandem affinity purification MudPIT to pathway proteomics in yeast.,Mol Cell Proteomics,10.1074/mcp.M300099-MCP200,1535-9476
28360826,5370432,Glycated lysine-141 in haptoglobin improves the diagnostic accuracy for type 2 diabetes mellitus in combination with glycated hemoglobin HbA<sub>1c</sub> and fasting plasma glucose.,Clin Proteomics,10.1186/s12014-017-9145-1,1542-6416
15899475,,Human epidermal cell protein responses to arsenite treatment in culture.,Chem Biol Interact,10.1016/j.cbi.2005.04.004,0009-2797
16376939,,Retention of misfolded mutant transthyretin by the chaperone BiP/GRP78 mitigates amyloidogenesis.,J Mol Biol,10.1016/j.jmb.2005.11.051,0022-2836
12200273,124097,Purification and immunogenicity of a recombinant Bordetella pertussis S1S3FHA fusion protein expressed by Streptococcus gordonii.,Appl Environ Microbiol,10.1128/AEM.68.9.4253-4258.2002,0099-2240
15592754,,Depletion of the high-abundance plasma proteins.,Amino Acids,10.1007/s00726-004-0141-1,0939-4451
33064840,8050150,Unbiased proteomic screening identifies a novel role for the E3 ubiquitin ligase Nedd4-2 in translational suppression during ER stress.,J Neurochem,10.1111/jnc.15219,1471-4159
15184667,428442,Phosphoprotein inhibitor CPI-17 specificity depends on allosteric regulation of protein phosphatase-1 by regulatory subunits.,Proc Natl Acad Sci U S A,10.1073/pnas.0307812101,0027-8424
19535472,2719140,The magnesium-chelatase H subunit binds abscisic acid and functions in abscisic acid signaling: new evidence in Arabidopsis.,Plant Physiol,10.1104/pp.109.140731,0032-0889
11134895,,Overexpression of wild type and SeCys/Cys mutant of human thioredoxin reductase in E. coli: the role of selenocysteine in the catalytic activity.,Free Radic Biol Med,10.1016/s0891-5849(00)00448-2,0891-5849
19241043,2921194,"Analysis of protein glycosylation and phosphorylation using liquid phase separation, protein microarray technology, and mass spectrometry.",Methods Mol Biol,10.1007/978-1-59745-493-3_20,1064-3745
