pmid,issn
19111658,1097-4164
22335236,1535-3907
22173872,1096-9861
27055596,1090-2104
17635766,0960-7412
11683175,0302-766X
34859817,1477-9137
27149164,1873-4235
35628630,1422-0067
24038174,1097-4547
12631044,0001-5172
26579168,1664-462X
23641036,1741-7899
27425826,1742-2051
32720471,2324-9269
31801865,1098-5514
15953529,0378-5955
20185798,1524-4571
23175240,1465-2099
14561864,1529-2401
30384710,1089-7690
11329379,0021-9533
15208742,1076-1551
33998604,1558-8238
26733281,1448-5990
22311971,1083-351X
26158507,2050-084X
31387945,1083-351X
28506087,1362-301X
35355020,1476-4687
12670892,0008-5472
23947680,1471-2466
26280170,2191-0286
23509806,2314-6141
23482558,1083-351X
11352585,0022-2836
32241891,1091-6490
11320323,0907-4449
21454512,1083-351X
28678579,1563-5260
29416113,1545-9985
21084425,1460-2083
11810239,1617-4615
12377125,0969-2126
15589152,0960-9822
36629054,2001-1326
35163743,1422-0067
12705842,1061-5377
28947820,2041-1723
15839711,0002-7863
22634088,1873-4200
37667113,2211-3436
16126224,0022-2836
12538866,0027-8424
25277256,1471-2164
25392303,1939-4586
38290425,1543-8392
22459583,1873-4235
24486764,1471-9053
27097804,1573-7403
25339682,1522-1490
23962892,1095-8657
23178274,1952-4013
15635092,1059-1524
19061500,1476-4598
19361447,1089-8638
12438596,0022-538X
21685362,1549-5477
33681974,1759-6653
29319227,1744-7909
23752309,1525-0024
17639883,0022-3085
23674259,1868-8500
18611367,1534-3170
32511785,1460-2075
18602997,0960-0760
19776675,1440-1592
27807980,1520-5207
35999071,1875-595X
35255434,1090-2104
38142970,2212-8778
16547491,0950-9232
23541893,1878-4186
18467594,1530-6860
32797461,1940-6029
20084269,1553-7374
25619405,1365-313X
15331662,0021-9533
12408728,0022-2623
29229779,1083-351X
15210110,0092-8674
34199128,1422-0067
34831046,2073-4409
12881486,0027-8424
29212581,2769-819X
31448872,1538-7836
16868088,0027-8424
18230367,1089-8611
11751826,0021-9193
22483982,1879-0984
24889897,1521-3773
26267863,1932-6203
37460717,1438-7948
16859511,1465-542X
15980068,0021-9258
24092262,2041-1723
25816158,2072-6643
11251888,0300-9475
21135104,1083-351X
23153808,1878-6146
17954975,0250-5991
28132060,1421-9778
24714571,1937-9145
30784767,1872-9142
31286138,1460-2105
37213668,1449-1907
37337792,1477-9137
37805161,1873-2399
16042885,1007-3418
36151396,1529-2916
15938719,1356-9597
26744869,2284-0729
24672727,2090-2247
16781456,0891-5849
15880475,0270-4137
24466350,1932-6203
12297094,0012-1606
16289033,0006-291X
26211397,1535-3907
15327813,0304-3959
15306124,0169-328X
15682644,1369-3786
15589317,0161-5890
25463670,1873-2682
28062983,1573-5192
25575996,1873-2259
22466610,1546-1718
27626906,1440-1681
32846129,2211-1247
17360903,1529-2401
18481871,1520-4995
31367249,1838-7640
32286841,1543-8392
17675523,0022-1767
15385559,0021-9258
20855545,1939-327X
17220895,1545-9993
12069420,0003-2697
20502346,1944-7884
23147990,1757-9708
24650449,1090-2139
18669302,0044-4596
28977617,1362-4962
18528967,0315-162X
25797444,1758-5090
17320950,0143-4160
31706768,1873-6424
21673654,1460-2075
12895445,0014-4886
22083510,1748-7838
37595557,1097-4164
24270047,0006-3002
11297421,0006-2960
15356108,0022-1767
24677681,1549-4918
24797388,1932-6203
14974684,0168-8162
27226337,2045-2322
10736479,0041-0101
12073101,0172-8083
17015293,1742-5689
15328353,0021-9258
23430259,1083-351X
31430698,1873-281X
15120070,0960-9822
11923282,0021-9258
32757312,1472-8206
30829654,1473-5741
10809005,0167-4412
16171804,0014-4827
34453672,1573-4978
12829187,0008-6363
35504320,1879-2642
17289451,0006-3002
14733557,0002-7863
21625379,1874-1207
21487622,1742-2051
32142118,1470-8728
29793448,1471-2164
19878299,1742-4658
19814997,1873-2968
27924476,1940-6029
11136555,1096-7192
30627134,1664-462X
20188821,1873-4596
31668992,1638-6183
22570633,1553-7404
30921405,1932-6203
34403572,1742-4658
19847956,1600-0854
33443201,1091-6490
29437923,2150-7511
10923780,0916-8451
12296743,0002-7863
19074859,1535-7163
24647437,1463-9084
21429211,1465-542X
22961985,1083-351X
18563728,1615-9861
25630511,1462-2920
24443233,1559-1166
23846321,1477-9234
25197071,1091-6490
18692070,1089-8638
17243173,0360-4012
18294425,1469-8161
25233277,2050-084X
32998392,1422-0067
15857830,0021-9258
24657347,1873-4863
32221473,1530-0447
26682002,1942-0994
28286708,2167-8359
18423393,0006-3002
19270528,1551-4005
30348204,1756-0500
37944726,1879-0003
33282707,2218-6050
30348842,1098-5549
23576059,1559-0755
19723512,1873-2968
34416377,1464-3405
21168206,1532-1991
28613662,
33135320,1582-4934
35946523,1473-5741
26724452,1873-4243
11161720,0014-4827
31596659,1931-8448
33711764,1768-3254
16164824,0394-6320
27664837,0925-4439
20599725,1090-2104
32323080,1573-6776
18287533,1939-4586
11557676,1524-4636
12068047,0022-3751
15964967,0002-9637
16135529,1059-1524
11602713,0022-538X
15119694,0160-9289
22198239,1638-6183
16481325,0021-9258
12441334,0021-9258
11591369,0014-5793
18708039,0006-8993
31046676,1471-2229
22004749,1542-0086
16636373,1512-0112
36604765,1756-9966
28975966,2284-0729
31869418,2473-9537
24976892,1944-3277
18601542,1083-3668
36729088,1097-0134
12225299,0001-6349
22342952,1096-0007
20654705,1879-3169
32908151,2041-1723
34131392,1449-2288
22685395,1553-7358
23287549,0006-3002
21406592,1091-6490
26851542,1090-2430
28033682,2042-7158
33423172,1874-270X
30584709,1872-2075
20432098,1944-0057
31670803,1471-9053
23740483,1465-2099
36064447,2326-0254
33837838,1432-1971
14761939,0021-9258
37358287,2379-5042
32851591,1674-8018
11453995,0014-2956
23035094,1529-2401
29132113,1873-264X
25462354,1096-0341
21648440,1520-5215
28230319,1615-9861
30630880,2160-1836
36811150,1613-6829
15979399,0006-3002
11080143,0261-4189
10842322,0730-2312
22773817,1091-6490
25467938,1438-7948
33199623,1091-6490
28198412,2045-2322
26888784,2045-2322
19932079,1096-0384
32827928,1873-2542
34833270,2073-4360
15147296,0953-816X
27807239,1098-5514
22843851,1098-5530
23666085,1476-4679
24416384,1932-6203
25159916,1873-4200
20236231,1365-2826
30308949,1422-0067
21802138,1873-5835
23653468,1531-2267
17085511,0032-0889
27936035,1932-6203
35538574,1423-0127
37073111,1365-2672
21813735,1939-4586
19268694,1879-0038
21326386,1715-5312
12529159,0739-1102
14601559,1360-8185
19378176,1064-3745
38502252,1463-9084
15193776,0304-3940
21613325,1477-9129
11519478,1355-0284
17803239,1097-0134
15235794,0009-5915
21385873,1083-351X
11306442,1044-1549
18597733,1537-6605
20113435,1399-3054
21804241,1347-5223
26079491,1932-6203
21924319,1638-6183
29950072,1001-5302
23980151,1091-6490
27347333,1943-8141
26329846,2045-2322
28795366,1573-4919
19176758,0363-6143
18495150,1095-8584
27010758,1750-2799
28162273,2213-2317
31480310,1422-0067
15716506,0016-6731
24566128,1873-2550
19361423,1089-8638
29784771,1098-5549
15304223,1097-2765
16749923,1471-2156
18835817,0021-9258
30140003,2041-1723
38299362,2040-3372
27734405,1940-6029
22912825,1932-6203
20308060,1083-351X
32799856,1746-6148
27503086,1471-2164
19429688,1362-4962
25721663,1090-2104
28539358,1083-351X
26077719,1540-9538
15498772,0021-9258
30845699,1422-0067
17208194,0006-3002
11884549,0022-538X
24022934,1008-9292
15665242,0032-0889
25352738,1090-0535
21403627,1940-087X
28340702,1873-3573
24372441,1365-2591
10958350,0001-2815
18355043,0006-2960
27166153,1090-2104
26923392,1873-3492
38578996,2375-2548
17301148,0022-538X
18175204,0166-8595
20156804,1523-5866
17475658,0022-538X
20691855,1557-8933
11927425,0161-6420
24862203,1097-4598
23968564,2161-5063
28720717,1937-9145
11904293,0021-9258
23027614,1757-4684
12151271,0011-2240
12427740,0021-9258
16621816,0021-9193
18181178,1098-2264
22406365,1532-8392
15035987,0092-8674
36514879,2051-817X
20955796,1095-953X
29872222,1476-5594
31059184,1439-7633
19766186,1879-0720
37152726,1664-302X
12077429,0907-4449
27791065,1091-6490
11375180,0099-2240
25747656,1097-4164
27986854,1362-4962
37012407,1545-9985
34439881,2218-273X
17380886,0026-8984
11698450,0022-1767
29983558,1178-2013
10841351,0959-4965
29564809,1559-1182
29925002,2211-1247
36715630,1532-2548
11588249,0036-8075
25353538,1550-2376
16061995,1064-3745
33443211,1091-6490
30049955,1420-3049
16946254,1350-0872
24813849,1097-4172
10942790,0049-3848
15300682,0749-503X
24314005,1756-3305
18353951,1098-5514
18305167,1091-6490
35052356,2073-4425
27693352,1097-4172
27312851,2041-1723
31710183,1755-5949
15839679,0002-7863
12558906,1352-0504
15288189,0165-0378
12370315,0270-7306
21557907,1007-8738
23261540,1090-2422
30597502,2567-689X
32698497,2073-4409
17702576,0960-9822
10849373,0300-9475
11418550,0021-9193
31114879,1362-4962
31526474,2050-084X
20422054,1932-6203
10637068,0090-8258
30888635,1874-9356
22218690,1946-6242
12499311,1367-4803
30082315,1083-351X
11971008,0022-1767
23340210,1544-0591
21070476,1349-7006
16157863,1362-4962
21362433,1879-0631
37400485,2045-2322
32321515,1743-422X
36300785,1469-8137
24244613,1932-6203
21563215,1097-0134
27939882,1090-2104
28784764,1091-6490
26950744,1548-7105
31434183,1873-6424
11776324,0340-6245
18474866,1091-6490
32826313,1083-351X
31806371,1090-2104
15173074,1078-0432
24133165,1550-6606
21207987,1520-4995
15030517,0009-9104
26136578,1098-5514
22880011,1932-6203
19717440,1091-6490
25164873,1097-4644
19632318,1873-3913
27138333,1553-7358
31760912,1538-0254
10974342,0049-3848
25047814,1860-7187
25711499,1464-3804
15319672,1525-4135
16214254,0168-3659
19302176,1399-3038
17494585,0005-2086
26778553,1557-7988
19436766,0957-4484
22287633,1362-4962
26193490,1876-7737
23539624,1083-351X
21149444,1083-351X
38111006,1750-1326
26755725,1083-351X
12867413,0021-9258
10766840,0021-9258
27444546,1872-8359
26900797,1949-1042
21237244,1638-6183
23932890,1872-7972
16343492,0014-5793
34605636,1520-4995
35475668,1098-5514
19633077,1098-5530
36926842,1526-4602
38142666,1879-3363
12865435,0021-9533
16456000,0022-1767
16129549,0301-4622
35562392,2045-2322
30048777,1873-3476
32864866,2192-2659
18846415,0145-479X
20129247,1878-3686
27636235,1742-4658
22653052,1933-6942
29107686,1872-9096
15972820,0021-9258
24675077,1083-351X
31501903,1460-2156
34423393,1877-8755
24385393,1879-1123
28751238,1095-564X
26866365,1932-6203
18446803,0173-0835
28032603,1949-2553
23947765,1476-4598
28803731,0005-2736
33927349,1476-5594
15217362,0906-6705
10966790,0022-2836
21441779,1551-4005
12568348,1420-682X
19729586,1522-1601
19236104,0739-1102
36104567,1476-4687
28314816,1529-2401
16335981,1535-3893
27565694,1878-4291
16472733,0969-2126
22796128,1879-0038
17187064,1097-6256
36385166,1476-5578
27494878,1949-2553
35422437,2575-1077
26184599,1097-0290
37896100,2223-7747
11994284,0021-9258
21151939,1932-6203
33794244,1873-7064
34170119,1936-086X
17158779,0737-4038
16503610,0003-2700
26762788,1742-2051
21467166,1538-7445
15943812,1742-464X
26668314,1083-351X
34031459,2045-2322
31201281,1939-327X
23362380,1091-6490
26060128,1472-6882
15515068,0947-6539
38029946,1873-3913
30261167,1089-8638
19542546,1460-2407
30610939,1873-7544
36826998,1938-3673
16103651,1424-859X
18425461,1064-3745
10860723,0022-2836
11779235,0022-2836
15177113,0145-305X
23602810,1873-474X
29731430,2213-6711
36151375,0306-0225
16525158,1931-857X
19924288,1932-6203
23047912,1096-0929
29038281,1098-6596
38217986,1873-3557
11779188,0006-291X
16579077,0037-9085
24349440,1932-6203
25918392,1091-6490
11322895,0014-2956
30954078,1476-511X
23684975,1879-0445
19363302,1554-8635
37070766,1477-9129
30193076,1208-6002
35532218,1099-0461
36613844,1422-0067
23595992,1083-351X
29653380,1878-0180
23392176,2041-4889
12528192,0021-9967
21808032,1091-6490
22426005,1095-564X
26973460,1662-5102
17957794,1097-0215
12110437,8756-3282
25643582,1757-4684
27150054,1878-1810
33371687,1543-8392
28320311,1471-2202
15353198,0142-9612
15163623,0363-6143
21206059,1399-0047
38383458,1479-5876
18266324,0006-2960
12151386,0021-9258
23272209,1932-6203
26972028,1876-7737
23172229,1083-351X
11025648,0033-7587
37953281,1362-4962
15027116,0020-7136
27442863,1750-2799
11229471,0004-3591
36191188,1091-6490
25887920,1873-2968
38575617,2041-1723
30248940,1422-0067
24163372,1083-351X
30254472,1178-6930
18469074,1542-0086
28060376,1476-5403
28973434,1362-4962
29208683,1937-9145
22528800,1573-7373
15590111,0300-483X
16310763,0012-1606
16997854,0741-5400
23584686,1573-6830
30232455,1476-4687
25432329,1720-8386
33651845,1932-6203
23871856,1879-3185
19451591,1088-9051
35894845,1520-6904
29073352,2326-5205
34256050,1083-351X
28109443,1557-7988
37864768,1559-1182
34890582,1879-2642
24939716,1473-0189
11243691,1090-0233
23404887,1532-298X
23123190,0006-3002
22510409,1090-2104
20339000,1083-351X
30510402,1177-8881
34827190,2079-7737
14962383,0969-2126
28701787,2045-2322
24572168,1873-281X
21558373,1477-9129
20933338,1532-2777
23714361,2041-1014
21393836,1744-3091
20549797,1097-0010
23159628,1090-2104
15604677,0167-4412
24912105,1520-5118
31509741,2211-1247
17107665,0006-291X
22941642,1362-4962
24478445,1535-9484
19179452,1938-3673
18563923,1535-3893
18842592,0021-9258
25499445,1878-5875
36852886,1532-2548
21085043,1530-0315
12646728,0031-3998
27881681,1083-351X
16741026,1535-3702
22329738,1520-4995
12424615,0969-7128
31267544,1399-3054
38088577,2198-3844
23086054,1570-0267
33613610,1664-462X
28454097,1949-2553
37610859,1756-8927
32127400,1083-351X
17785460,0021-9258
12376527,0021-9258
34451426,2076-0817
18572383,0891-0618
21270273,1939-327X
31348911,1872-6240
15542060,0003-9861
34949807,1548-7105
29858244,1083-351X
37385655,1399-3003
17406793,0167-4412
19739101,1097-4652
30938985,1520-5010
22446105,1944-9917
37309887,1362-4962
18787207,1549-4918
34793288,1555-8584
25843145,1520-5118
15351692,0006-291X
18782625,1095-8355
21182337,1535-3907
37435486,1664-2392
16459462,0334-018X
26464264,1438-2199
11334730,0959-8049
26671198,1091-7691
16251271,0027-8424
15907473,0092-8674
23315166,1528-0020
36827798,1873-3778
26035393,1754-8411
20569990,1873-3344
22426484,1090-2104
20628839,1534-6307
35338110,2158-3188
27794614,1535-3907
23989449,1559-2324
30160781,1097-4644
14528300,1078-8956
16859311,1549-9596
23154917,1521-3765
22910201,1557-7988
28592654,1091-6490
36403857,1083-351X
26119099,1873-3344
20823218,1521-0111
14555470,1535-9778
19265192,0021-9258
17081976,0092-8674
20124444,1538-8514
15822009,1435-8603
18441325,0021-9258
27402966,2046-6390
33656677,1940-6029
17369351,0027-8424
26735001,1873-2682
27312068,2045-2322
22683340,1525-2191
16027121,0021-9258
25157437,1873-3468
26820437,1476-4679
18261158,1365-2222
29865243,1999-4915
34627076,1872-7603
22536952,1535-3907
11678634,0026-2862
33712586,2041-1723
12470972,0014-4835
27685605,1742-4658
28524878,2041-1723
30318442,1097-4164
30194442,2045-2322
24068967,1553-7404
34710177,1932-6203
36502717,1873-4235
16540317,0960-894X
15247319,0026-895X
18424802,1362-4962
15366946,1043-1802
11395485,0021-9258
17537815,1362-4962
20164328,1529-2401
11168455,0014-2972
10858521,0041-0101
25527700,1524-4539
18945939,1522-1563
26996825,1098-2280
30565138,1940-6029
30784408,1557-7988
32216369,1520-4995
33892462,1090-2104
19505085,1535-3893
15538349,1476-4687
16113251,0019-9567
18836292,1933-6969
37207627,1097-4164
34610306,2211-1247
15304214,1097-2765
18941189,1550-6606
11416171,0027-8424
25268138,1944-8252
28397407,1525-1594
11595203,0006-8993
25658344,1744-1358
26305976,1091-6490
19215765,1557-7988
33867836,1449-2288
33125045,1540-8140
31481295,1873-3778
25540369,1098-5514
32033190,1420-3049
18326036,0021-9258
26477576,1095-9947
21558434,2150-7511
19019822,0021-9258
11166369,0165-0270
21343341,1098-5549
25539593,1742-4690
33453938,1878-0814
19069647,1000-8020
34587900,2730-7182
15616284,0066-4804
18299274,1952-4005
10936883,1059-910X
23828845,1616-5195
23806566,1879-0984
22973237,1664-042X
28103905,1756-3305
31511525,2041-1723
11425878,0021-9525
30671053,1664-302X
32886791,1460-2423
22952445,1553-7374
34071987,2073-4425
32443297,1536-5964
25611193,1933-690X
17450903,1533-4880
32620929,2041-1723
23345618,1362-4962
35862797,2379-5042
24291232,1873-3913
12154288,0108-2701
19463189,1471-2334
20232381,1097-0215
23972976,1873-4324
11802782,0264-6021
32674757,1873-4324
22648546,1699-5848
25480918,1477-9129
27564649,1945-7170
10625651,0021-9258
15356216,0022-3565
10775261,0261-4189
11943469,0378-1119
11264014,0006-291X
34022347,1089-8646
29233859,1530-6860
18684950,1550-6606
22474288,1083-351X
16797170,0927-7765
30626642,1091-6490
31325355,1876-4479
26049128,1872-6240
36416264,1362-4962
19011682,1932-6203
24856931,1932-7420
12578366,0006-2960
27450809,1090-2104
18520067,0918-6158
17940290,0021-9258
21490570,1940-087X
33238213,1876-7737
24612171,1478-3231
19064932,1091-6490
20375609,1662-8128
19931297,1879-3150
21166895,1365-2958
10903314,0021-9258
17620610,0027-8424
18398012,0193-1849
23016931,1471-4159
18632664,0021-9258
22802647,1091-6490
27285611,1932-6203
27312803,2047-9980
31049966,1097-4652
22482507,1875-9777
31352230,1872-9142
26975474,2045-2322
17437148,0022-2844
29296828,2473-9529
20122906,1872-6240
22727045,1097-4172
30872089,1090-2139
15138821,0032-0935
23090637,1530-0307
35044727,1601-183X
19303854,1097-4172
17067211,0033-7587
21561862,1083-351X
34674769,2051-5960
12393478,0006-4971
25588957,1573-5079
24098726,1932-6203
10651140,0028-1298
21925267,1095-9130
24291262,1873-3468
16604062,1465-7392
11835178,0021-9967
27509894,1600-0765
34644583,2211-1247
19641492,1476-4687
32232161,2375-2548
20974683,1759-4685
37253421,2046-2441
36602878,2379-3708
17867825,1083-3668
17984320,0021-9525
28751090,0005-2736
14741138,0165-2427
10713133,0021-9258
20345765,1471-4159
23566772,1879-0593
22411600,1432-1335
35607322,1687-8450
17914650,0932-0113
24628649,1399-3089
36124805,1367-4811
18596025,1096-0929
24913978,1550-6606
25771684,1748-7838
11421617,0022-4804
38377592,1520-5207
34943914,2073-4409
15489220,0021-9258
22493223,1091-6490
19363121,1040-0605
21804095,1471-9053
24497835,1553-7404
33283885,1099-1069
27681547,0972-9062
28899870,1540-9538
19958482,1471-2164
37818680,1521-6551
18540635,1520-4995
25325348,1473-558X
17876679,1071-2690
25938234,1932-6203
18688280,1553-7374
11360674,1671-4083
15609316,0020-7136
21923553,1557-7716
19081849,0001-527X
32659380,2352-345X
19402751,1545-7885
12388656,0022-3565
21689519,1542-0086
36647763,1521-3773
17640228,0303-6987
35580610,1878-4186
37380507,0168-9525
16404567,0302-8933
15971202,1097-0134
34799820,1573-4978
21062968,1521-0103
30721533,1523-4681
26068145,1520-4804
28556445,1521-3765
32755572,2211-1247
23667456,1932-6203
36611943,2073-4409
24591312,1612-1880
27672084,1098-5522
29691368,2222-1751
25850674,1878-1551
12763134,0301-472X
12112322,0899-1987
37907195,1879-2596
25976454,1699-5848
11080303,0032-0889
15996627,1567-1356
21965782,1791-7530
31754348,1475-2867
16307919,1097-2765
32038696,1664-462X
17194496,0168-1656
35142352,1477-9129
17277184,0006-3495
19533890,1010-5395
25513981,2167-9436
20524087,1559-131X
19885868,1097-4644
19013069,0960-9822
29149347,1362-4962
31549316,1534-4681
10766736,0890-9369
10642547,0036-8075
12663520,0143-3334
12870890,0893-228X
28678185,1422-0067
19220053,1520-5126
33836533,1347-6947
22711165,1742-2051
26826312,1096-0279
19054358,1365-313X
23451081,1932-6203
37778269,1950-6007
16723739,0021-9533
28087714,1549-5477
23959888,1091-6490
28713355,1664-302X
31026530,1879-0003
21392197,1462-2920
22894905,1551-4005
26126850,2150-7511
38242867,2041-1723
32712748,1573-4919
35285483,1477-9129
36649910,1083-351X
27594684,1878-4186
27419870,1097-4172
26299341,1873-3468
26260760,1752-0509
20432245,1097-4644
23102540,1872-9614
32373850,1463-9084
27798264,1946-6242
28332713,1469-8137
37733746,1520-4898
15747869,0507-4088
24063855,0006-3002
27388339,1471-9053
19076058,1768-322X
32385108,1083-351X
23671090,1091-6490
33274821,2192-2659
18951906,1089-8638
16260762,0961-8368
25350560,1932-6203
38555402,2045-2322
15862292,0014-5793
25578969,1362-4962
27375115,1098-1004
28658615,2211-1247
14701882,0890-9369
23149916,1538-7445
36000734,2150-7511
36656457,1559-1182
10788444,0021-9258
21849544,1529-2401
11583996,0021-9258
16207945,0095-1137
10644537,0193-1849
19523941,1090-2422
31439758,1095-9203
33529170,2379-3708
27474077,1550-6606
30544922,2076-2607
30206170,2150-7511
25457611,2211-1247
10706706,0022-1767
14987994,0014-5793
15814028,1473-9550
27276555,1096-9861
31015486,2041-1723
35148282,1945-4589
27376372,1863-2661
27713151,1949-2553
30623562,1462-2920
24498019,1932-6203
24705758,1349-6867
36038823,1471-2164
11891657,0021-9967
10750018,0952-5041
18384019,0173-0835
29229386,1090-2104
10792463,1356-9597
25521941,1752-0509
21050838,1096-0309
11509375,0006-3495
26366580,1935-2735
12065051,0955-3002
15269214,0021-9258
10686098,0022-2836
28417363,1940-6029
31305292,1473-5741
35806395,1422-0067
32866472,1095-564X
38284122,1522-1563
35896334,1550-6606
15757636,0006-8993
24808176,1083-351X
21893200,1096-0279
27405240,2041-1723
28242654,1532-2548
22469980,1476-5594
22216264,1932-6203
15869812,0166-445X
21360161,1573-2584
38542345,1422-0067
30773830,2192-2659
21368117,1091-6490
32735921,1879-0003
18410923,1090-2422
31614534,1422-0067
30458355,1532-2661
16713295,1047-8477
34156427,1552-5783
18590283,1520-4898
35491906,1555-8584
25315652,1872-8278
34576206,1422-0067
18988067,1464-5203
34445356,1422-0067
24901037,1463-9084
15686525,0960-7412
38295544,1878-1705
27906160,1476-4687
27109250,1791-3004
28605535,1462-0332
20113006,1520-4995
26965114,1940-6029
28941781,1096-1186
15654894,1742-464X
11536172,0014-2980
32579290,1530-6860
17716702,0042-6822
22438908,1932-6203
24715574,1521-3765
27084816,1815-7920
34289416,1873-1597
35563006,1422-0067
35924466,1460-2202
31471496,1535-9484
15748910,0022-5193
32564565,0254-6450
29698567,1527-3350
27957807,1932-7005
18761620,1365-2958
15358145,0006-291X
35954304,2073-4409
32297663,1530-6860
15312764,0022-2836
35462765,2167-8359
12719009,0166-3542
18343400,0022-1759
32318087,1664-462X
23769754,1879-3150
21888630,1477-3155
25332238,1098-5549
25667218,1530-6860
34884801,1422-0067
21923187,1520-4804
17172686,1064-3745
17497826,0003-2700
27332128,1542-0086
12442607,0300-5577
15939304,1046-5928
19136463,1362-4962
27851964,2211-1247
36192760,1743-422X
16798780,1040-0605
32459143,1554-8635
36609444,2041-4889
18256284,1939-4586
29058166,1573-2584
20162614,1469-896X
16845181,1530-7905
25474400,1549-960X
34033475,1520-4995
36494816,1477-3155
14980076,1079-9907
27376286,1422-0067
21701264,1551-4005
35171275,1945-7170
27645999,1083-351X
33179635,1463-9084
29047257,0219-1032
26387447,1873-4863
36016333,1999-4915
16764699,0300-9475
38262604,2046-2441
19699128,1096-7206
26482604,1752-0509
16423403,0162-0134
18256688,1460-2075
10922479,0014-5793
20032080,1532-2548
15373834,0014-2956
28765284,1083-351X
11129053,0026-8925
20155376,1435-5922
12706249,0006-8993
20385101,1090-2104
14575237,0022-3069
21908614,1083-351X
10936682,0304-3835
23350748,1520-4812
30958601,1095-8355
21242994,1476-5551
29110486,1535-3907
31598098,1943-4731
19894072,1433-8491
35940920,1525-3198
29626595,1879-0720
29146600,1935-5548
36030821,1083-351X
14657362,0027-8424
22927249,1528-0020
11335793,0959-4973
31217502,1476-5403
18484748,1520-4995
12389034,1465-7392
12598533,0021-9258
19099493,1543-8384
19805303,1091-6490
17434318,1047-8477
21245990,2219-2840
24533899,1535-3907
22985598,0006-3002
36643636,2167-8359
30872669,2045-2322
21598285,1096-987X
25559663,1752-0509
29725120,1750-2799
25526367,1932-6203
17996194,1090-2104
17950312,1089-8638
26464491,1460-2083
21341747,1535-3907
23443149,1742-2051
30507195,1520-4804
21619639,1752-0509
18585705,1090-2422
32638431,1097-0231
36631198,1878-0814
17337536,0099-2240
32032508,1879-0445
22033935,1083-351X
12904415,0095-1137
25398649,1615-6102
20627350,1096-0341
31097538,1468-3288
16395491,0720-9355
15496445,0950-1991
31747606,2211-1247
11015340,1524-4539
28892036,1940-087X
15563457,0021-9258
21115490,1083-351X
30745900,1664-3224
17919711,1097-6825
30261726,1535-3907
16644202,0959-8049
25046425,1520-4995
12869657,0026-895X
24982868,2314-6141
25808313,1742-4690
38004202,2072-6643
12972563,1059-1524
23423381,1083-351X
30061397,1091-6490
35485284,1791-3004
29926224,1438-7948
16172610,1359-4184
32720790,1827-1898
37056370,2667-2375
24427266,1932-6203
24604808,1521-3773
29931201,1471-9053
33544125,1470-8728
22539622,1096-0929
12071714,1046-5928
38326611,1476-4687
24333448,1090-2104
16135522,0021-9258
22913583,1471-4159
28539327,1535-9484
28315246,1940-6029
23197095,1477-9145
25682813,1520-5118
34751190,2045-2322
26124089,1091-6490
30900221,2567-689X
21094157,1873-3468
15459319,0027-8424
19218289,1755-3245
12820960,1097-2765
21270123,1083-351X
27898513,1473-5733
32761961,1097-0134
18161947,0006-2960
12393750,1469-221X
24295378,1554-8937
24957627,1098-5530
33750401,1423-0127
23127337,1872-8332
28942102,1872-8057
10567852,1420-4096
28821854,2045-2322
22544736,1083-351X
24902367,2578-742X
21269719,1879-3460
21728379,1535-3907
24988431,1554-8635
20484484,1945-7197
36564600,1573-5079
26781468,1420-9071
15518576,0006-2960
21279488,1466-1268
16864001,0891-5849
17961142,0950-382X
28532151,1948-7193
27232113,1365-313X
38317026,1471-4159
34834153,1420-3049
21239484,1083-351X
36257267,1873-7072
34282994,1554-8635
19206687,1936-086X
15972891,0959-6658
21925318,1097-4172
36443029,1097-0134
27748944,1791-2431
11689476,1530-6860
27656136,1662-5153
12493825,0961-8368
15569716,0021-9525
18598704,1089-8638
28610923,1090-2104
24888377,1432-0738
15836633,0022-3042
27628046,1435-5604
22326235,1873-3468
15362482,0300-8177
31635789,1542-0086
18468426,
12949248,0741-5400
34536556,1872-7980
28813011,1420-3049
15582711,0167-0115
37806336,1873-6351
37229206,1664-8021
27886433,1462-5822
25516496,1096-0929
32019767,1708-8267
29237573,1388-1981
11012670,0014-2956
31011209,1545-9985
18226224,1475-2875
34618387,1439-7633
18221567,1471-2105
33314666,1744-4292
19108467,1003-0034
32634523,1879-0089
20418913,1476-5594
23977203,1932-6203
26427693,1940-6029
23188082,1460-2075
17056616,0032-0781
21880129,1741-7007
11546815,0021-9258
32415428,1568-5608
24622099,1098-660X
20631305,1550-6606
27065332,1476-5594
19008476,1524-4571
36600129,0306-0225
12820370,0250-7005
18398906,1097-0134
27918990,1095-7103
20135294,1940-6029
25991547,1477-9137
23689130,1098-5549
33795864,1546-1718
37347762,1932-6203
21554842,1469-8161
23296018,1095-9130
25868383,1089-8638
18487954,1555-8576
24519823,1097-0231
26311889,1098-5514
17016807,1552-5007
14568070,0031-9422
10837139,0014-4827
17006953,0730-2312
36113465,1097-4172
14678632,0003-4983
33310881,2573-7732
10722678,0021-9258
30829448,1860-7187
17237605,0385-5600
30548332,1098-2280
16082969,0013-936X
27014007,1662-5153
31451060,1554-8635
26100042,1098-5530
24471563,1945-7197
12192060,0270-7306
23261441,1090-2104
28081440,1934-6069
11101298,0006-2960
29115594,1791-3004
35879267,2001-3078
25435423,1873-3913
25088010,1462-5822
23378512,1098-5530
25843788,1095-9130
26626559,2041-1723
12941646,1096-4959
17002660,1538-7933
16824102,0950-382X
