pmid,pmc,title,journal,doi,issn
38437940,,"Potato starch/naringenin complexes for high-stability Pickering emulsions: Structure, properties, and emulsion stabilization mechanism.",Int J Biol Macromol,10.1016/j.ijbiomac.2024.130597,1879-0003
38732482,11085579,Tracking Sweet Potato Leaf Curl Virus through Field Production: Implications for Sustainable Sweetpotato Production and Breeding Practices.,Plants (Basel),10.3390/plants13091267,2223-7747
38709869,,Effects of component ratios on the properties of sweet potato-oat composite dough and the quality of its steamed cake.,J Food Sci,10.1111/1750-3841.17081,1750-3841
38538824,,"Potato Solanum tuberosum L. Phytoene Synthase Genes (StPSY1, StPSY2, and StPSY3) Are Involved in the Plant Response to Cold Stress.",Dokl Biol Sci,10.1134/S0012496624700935,1608-3105
38952705,11214901,Phylogenetic and pangenomic analyses of members of the family Micrococcaceae related to a plant-growth-promoting rhizobacterium isolated from the rhizosphere of potato (Solanum tuberosum L.).,Vavilovskii Zhurnal Genet Selektsii,10.18699/vjgb-24-35,2500-0462
39000728,11244412,Nanoscopic Characterization of Starch-Based Biofilms Extracted from Ecuadorian Potato (Solanum tuberosum) Varieties.,Polymers (Basel),10.3390/polym16131873,2073-4360
38586226,10997820,Physicochemical properties of starches from sweet potato root tubers grown in natural high and low temperature soils.,Food Chem X,10.1016/j.fochx.2024.101346,2590-1575
39084776,,Behavioral events and functional analysis of bursicon signal during adult eclosion in the 28-spotted larger potato ladybird.,Pestic Biochem Physiol,10.1016/j.pestbp.2024.106011,1095-9939
39003501,,Encapsulated predatory bacteria efficiently protect potato tubers from soft rot disease.,Plant Dis,10.1094/PDIS-02-24-0487-RE,0191-2917
37776440,,Potato Peel Waste as an Economic Feedstock for PHA Production by Bacillus circulans.,Appl Biochem Biotechnol,10.1007/s12010-023-04741-1,1559-0291
38828224,11141163,"A genomic dataset integrating genotyping-by-sequencing, SolCAP array and PCR marker data on tetraploid potato advanced breeding lines.",Front Plant Sci,10.3389/fpls.2024.1384401,1664-462X
38709762,11073731,Six-year monitoring of pesticide resistance in the Colorado potato beetle (Leptinotarsa decemlineata Say) during a neonicotinoid restriction period.,PLoS One,10.1371/journal.pone.0303238,1932-6203
38726437,11077239,Antioxidant and antimicrobial activities of tarragon and Zataria multiflora Boiss essential oils and their applications as active agents to improve the shelf life of freshly cut potato strips.,Food Sci Nutr,10.1002/fsn3.3995,2048-7177
38817936,11137293,"StMAPKK5 responds to heat stress by regulating potato growth, photosynthesis, and antioxidant defenses.",Front Plant Sci,10.3389/fpls.2024.1392425,1664-462X
38807422,,StMAPK10 gene functional identification and analysis in drought resistance of potato crop (Solanum tuberosum L.).,Physiol Plant,10.1111/ppl.14362,1399-3054
39030813,,"Advances in valorization of sweet potato peels: A comprehensive review on the nutritional compositions, phytochemical profiles, nutraceutical properties, and potential industrial applications.",Compr Rev Food Sci Food Saf,10.1111/1541-4337.13400,1541-4337
38947476,11214446,The possible application of fly ash (FA) to ameliorate acid mine water (AMD) for irrigation of potato (Solanum tuberosum L.).,Heliyon,10.1016/j.heliyon.2024.e32079,2405-8440
38811468,,Hyaluronic acid production by Streptococcus zooepidemicus MW26985 using potato peel waste hydrolyzate.,Bioprocess Biosyst Eng,10.1007/s00449-024-03007-2,1615-7605
38862318,,Bioactive aerogels based on native and phosphorylated potato (Solanum tuberosum L.) starches incorporated with star fruit extract (Averrhoa carambola L.).,Int J Biol Macromol,10.1016/j.ijbiomac.2024.132907,1879-0003
38697432,,Comparative effects of pectin and hydrolyzed pectin coating as pre-frying treatments on acrylamide formation in potato chips.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.132015,1879-0003
39094891,,Developing colorimetric ammonia-sensing nanocomposite films based on potato starch/PVA and ZnCu-BTC nanorods for real-time monitoring food freshness.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.134376,1879-0003
38808631,11141476,"Expression responses of XTH genes in tomato and potato to environmental mechanical forces: focus on behavior in response to rainfall, wind and touch.",Plant Signal Behav,10.1080/15592324.2024.2360296,1559-2324
39065444,11281287,Enhancing Water-Deficient Potato Plant Identification: Assessing Realistic Performance of Attention-Based Deep Neural Networks and Hyperspectral Imaging for Agricultural Applications.,Plants (Basel),10.3390/plants13141918,2223-7747
39048192,,Research on the quantitative relationship of the viscosity reduction effect of large-ring cyclodextrin on potato starch during gelatinization process and mechanism analysis.,Carbohydr Polym,10.1016/j.carbpol.2024.122371,1879-1344
38312101,,"Effects of thiamethoxam on physiological and molecular responses to potato plant (Solanum tuberosum), green peach aphid (Myzus persicae), and parasitoid (Aphidius gifuensis).",Pest Manag Sci,10.1002/ps.8006,1526-4998
38611423,11011371,Climate Change Impacts on Potato Storage.,Foods,10.3390/foods13071119,2304-8158
39049922,11263321,Edible colorimetric label based on immobilized purple sweet potato anthocyanins onto edible film for packaged mushrooms freshness monitoring.,J Food Sci Technol,10.1007/s13197-024-05960-y,0022-1155
38763729,,Effect of amylose partial extraction on citrate esterification of potato starch and its role in structure and physicochemical modification.,Carbohydr Polym,10.1016/j.carbpol.2024.122208,1879-1344
38766508,11099725,A survey of the Sli gene in wild and cultivated potato.,Plant Direct,10.1002/pld3.589,2475-4455
39098961,,Mapping of on-field soil nutrient variabilities as a guiding force for smart farming: a case study from FarmerZone sentinel-1 from three potato agroecological zones of India.,Environ Monit Assess,10.1007/s10661-024-12945-z,1573-2959
38604433,,Effect of pre-treatments and frying conditions on the formation of starch-lipid complex in potato starch chips during deep-frying process.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.131355,1879-0003
39129060,,The StPti5 ethylene response factor acts as a susceptibility factor by negatively regulating the potato immune response to pathogens.,New Phytol,10.1111/nph.20004,1469-8137
39071489,11282915,Metagenomic analysis of endophytic bacteria in seed potato (Solanum tuberosum).,Open Life Sci,10.1515/biol-2022-0897,2391-5412
38972626,,"Leech, potato, and tomato carboxypeptidase inhibitors against Anopheles stephensi carboxypeptidase B1 and B2.",Arch Biochem Biophys,10.1016/j.abb.2024.110086,1096-0384
39023506,,Biocontrol Mechanisms of Three Plant Essential Oils Against Phytophthora infestans Causing Potato Late Blight.,Phytopathology,10.1094/PHYTO-06-23-0216-R,0031-949X
38638354,11024271,Transcriptional and functional predictors of potato virus Y-induced tuber necrosis in potato (Solanum tuberosum).,Front Plant Sci,10.3389/fpls.2024.1369846,1664-462X
38606910,,Potato protein hydrolysate inhibits RANKL-induced osteoclast development by inhibiting osteoclastogenic genes via the NF-κB/MAPKs signaling pathways.,Environ Toxicol,10.1002/tox.24251,1522-7278
38834120,,Probing structural features in potato starch granules at moderate hydration through the modelling of 1H-&gt;13C polarization transfer kinetics.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.132806,1879-0003
38809684,,"Discovery of Pyrido[1,2-α] Pyrimidinone Mesoionic Compounds as Potential Control Agents Against Potato Virus Y.",J Agric Food Chem,10.1021/acs.jafc.3c09867,1520-5118
38537104,,Biosynthesis of Scopoletin in Sweet Potato Confers Resistance against Fusarium oxysporum.,J Agric Food Chem,10.1021/acs.jafc.3c09389,1520-5118
38723829,,Study on the gelatinization and digestive characteristics of wheat starch and potato starch under low moisture conditions.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.132192,1879-0003
38290299,,Deep learning-based characterization and redesign of major potato tuber storage protein.,Food Chem,10.1016/j.foodchem.2024.138556,1873-7072
36622610,,Drying characteristics of thin layer of potato (Solanum tuberosum): experimental and computational studies.,Environ Sci Pollut Res Int,10.1007/s11356-022-25121-y,1614-7499
38314862,,Sweet potato yield and quality characteristics affected by different late-season irrigation levels.,J Sci Food Agric,10.1002/jsfa.13350,1097-0010
38520838,,"Isolation, characterization and application of noble bacteriophages targeting potato common scab pathogen Streptomyces stelliscabiei.",Microbiol Res,10.1016/j.micres.2024.127699,1618-0623
38890887,11171672,Osmotic Dehydration Model for Sweet Potato Varieties in Sugar Beet Molasses Using the Peleg Model and Fitting Absorption Data Using the Guggenheim-Anderson-de Boer Model.,Foods,10.3390/foods13111658,2304-8158
38787856,11125468,"Role of CYP9E2 and a long non-coding RNA gene in resistance to a spinosad insecticide in the Colorado potato beetle, Leptinotarsa decemlineata.",PLoS One,10.1371/journal.pone.0304037,1932-6203
38832302,11144785,Physicochemical characterization of a composite flour: Blending purple sweet potato and rice flours.,Food Chem X,10.1016/j.fochx.2024.101493,2590-1575
38430769,,Exogenous chlorogenic acid inhibits quality deterioration in fresh-cut potato slices.,Food Chem,10.1016/j.foodchem.2024.138866,1873-7072
39027102,11257026,Unveiling the frontiers of potato disease research through bibliometric analysis.,Front Microbiol,10.3389/fmicb.2024.1430066,1664-302X
38841502,11152924,Yield stability among potato varieties suitable for different agroecological regions of Bangladesh.,Heliyon,10.1016/j.heliyon.2024.e31633,2405-8440
39107580,,Mapping of a novel locus Ra conferring extreme resistance against potato virus A in cultivated potato (Solanum tuberosum L.).,Theor Appl Genet,10.1007/s00122-024-04705-x,1432-2242
39056229,,"Effects of different pretreatment methods on the degree of substitution, structure, and physicochemical properties of synthesized malic acid sweet potato starch ester.",J Sci Food Agric,10.1002/jsfa.13766,1097-0010
38629447,,"Enhanced gelling property and freeze-thaw stability of potato, tapioca and corn starches modified by mild heating in aqueous ethanol solution.",J Sci Food Agric,10.1002/jsfa.13544,1097-0010
38170668,,Surviving the Potato Stems: Differences in Genes Required for Fitness by Dickeya dadantii and Dickeya dianthicola.,Phytopathology,10.1094/PHYTO-09-23-0351-KC,0031-949X
39067104,,Tuber quality enhancement via grafting potato onto a wooden goji rootstock through vitalizing multi-pathways.,Plant Physiol Biochem,10.1016/j.plaphy.2024.108927,1873-2690
38719831,11079030,Optimization of ultrasonic pretreatment and analysis of chlorogenic acid in potato leaves.,Sci Rep,10.1038/s41598-024-61139-7,2045-2322
38531822,,Tracking flight activity of potato leafhopper (Hemiptera: Cicadellidae) with the Midwest Suction Trap Network.,Environ Entomol,10.1093/ee/nvae023,1938-2936
38887158,,Targeted genotyping-by-sequencing of potato and data analysis with R/polyBreedR.,Plant Genome,10.1002/tpg2.20484,1940-3372
39024886,,"Stability of anthocyanin extracts from chokeberry, grape, hibiscus, and purple sweet potato in ω-3-fatty acid rich oil-in-water emulsions.",Food Chem,10.1016/j.foodchem.2024.140385,1873-7072
39116975,,The mechanism of purple sweet potato anthocyanin extract to reduce the digestion rate and improve the starch digestion characteristics based on dough system.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.134551,1879-0003
38882333,11177147,In vitro and in vivo antibacterial activity of selected essential oil components against Pectobacterium carotovorum subsp. carotovorum and Pectobacterium atrosepticum causing bacterial soft rot of potato tubers.,Heliyon,10.1016/j.heliyon.2024.e32081,2405-8440
38523243,,Insights into the molecular regulation of source-sink relations in potato.,New Phytol,10.1111/nph.19705,1469-8137
38253109,,Dietary purple potato supplement attenuates DSS-induced colitis in mice: impact on mitochondrial function.,J Nutr Biochem,10.1016/j.jnutbio.2024.109585,1873-4847
39124263,11313954,Pectobacterium punjabense Causing Blackleg and Soft Rot of Potato: The First Report in the Russian Federation.,Plants (Basel),10.3390/plants13152144,2223-7747
38839598,11242454,The rhizosphere microbiome of 51 potato cultivars with diverse plant growth characteristics.,FEMS Microbiol Ecol,10.1093/femsec/fiae088,1574-6941
38904862,,Test of Specificity in Signalling between Potato Plants in Response to Infection by Fusarium Solani and Phytophthora Infestans.,J Chem Ecol,10.1007/s10886-024-01521-x,1573-1561
38099505,11005760,Quantifying differences in plant architectural development between hybrid potato (Solanum tuberosum) plants grown from two types of propagules.,Ann Bot,10.1093/aob/mcad194,1095-8290
39028844,,QTL discovery for agronomic and quality traits in diploid potato clones using PotatoMASH amplicon sequencing.,G3 (Bethesda),10.1093/g3journal/jkae164,2160-1836
38818614,,"Growth kinetics, spatialization and quality of potato tubers monitored in situ by MRI - long-term effects of water stress.",Physiol Plant,10.1111/ppl.14322,1399-3054
38367784,,"""Development and characterization of edible films based on starch isolated from different Colombian potato varieties"".",Int J Biol Macromol,10.1016/j.ijbiomac.2024.130165,1879-0003
38787845,11125566,Genotyping-by-sequencing and weighted gene co-expression network analysis of genes responsive against Potato virus Y in commercial potato cultivars.,PLoS One,10.1371/journal.pone.0303783,1932-6203
38685255,,Transcriptome analysis and functional verification reveal the roles of copper in resistance to potato virus Y infection in tobacco.,Pestic Biochem Physiol,10.1016/j.pestbp.2024.105893,1095-9939
38659972,11042883,Genome-wide characterization and expression analysis of GATA transcription factors under combination of light wavelengths and drought stress in potato.,Plant Direct,10.1002/pld3.569,2475-4455
38891338,11175002,Comprehensive Transcriptome and Proteome Analyses Reveal the Drought Responsive Gene Network in Potato Roots.,Plants (Basel),10.3390/plants13111530,2223-7747
38956988,,Involvement of bacteria in the development of fungal infections in the Colorado potato beetle.,Insect Sci,10.1111/1744-7917.13414,1744-7917
38891386,11174463,Analysis of Thermal Characteristics of Potato and Hop Pollen for Their Cryopreservation and Cross-Breeding.,Plants (Basel),10.3390/plants13111578,2223-7747
39045317,11263207,Genome-wide identification and expression analysis of the CONSTANS-like family in potato (Solanum tuberosum L.).,Front Genet,10.3389/fgene.2024.1390411,1664-8021
39024476,,Comprehensive analysis of potato (Solanum tuberosum) PYL genes highlights their role in stress responses.,Funct Plant Biol,10.1071/FP24094,1445-4416
38680377,11044144,Effects of Freeze-Thaw Cycles on the Quality of a Novel Mixed Grain Composite Dough and Its Product (Potato-Oat Yu): Hybridization of Potatoes and Oats.,ACS Omega,10.1021/acsomega.4c00294,2470-1343
38791120,11121589,Advances in the Modulation of Potato Tuber Dormancy and Sprouting.,Int J Mol Sci,10.3390/ijms25105078,1422-0067
38243613,10989893,Multienvironment genomic prediction in tetraploid potato.,G3 (Bethesda),10.1093/g3journal/jkae011,2160-1836
38763265,,Potato Consumption and All-Cause and Cardiovascular Disease Mortality - A Long-Term Follow-Up of a Norwegian Cohort.,J Nutr,10.1016/j.tjnut.2024.05.011,1541-6100
38974976,11225713,Investigating the involvement of potato (Solanum tuberosum L.) StPHR1 gene in the combined stress response to phosphorus deficiency and aluminum toxicity.,Front Plant Sci,10.3389/fpls.2024.1413755,1664-462X
38687907,,First Report of Dickeya dadantii Causing Potato Blackleg in Fujian Province China.,Plant Dis,10.1094/PDIS-04-23-0755-PDN,0191-2917
39009624,11251058,"Differential expression of ""Candidatus Liberibacter solanacearum"" genes and prophage loci in different life stages of potato psyllid.",Sci Rep,10.1038/s41598-024-65156-4,2045-2322
38467094,,Transcriptome analysis of the synergistic mechanisms between two strains of potato virus Y in Solanum tuberosum L.,Virology,10.1016/j.virol.2024.110032,1096-0341
38692554,,"A novel biopolymeric composite edible film based on sunnhemp protein isolate and potato starch incorporated with clove oil: Fabrication, characterization, and amino acid composition.",Int J Biol Macromol,10.1016/j.ijbiomac.2024.131940,1879-0003
39104509,11298936,Response of sweet potato cultivars to Bacillus velezensis T149-19 and Bacillus safensis T052-76 used as biofertilizers.,Heliyon,10.1016/j.heliyon.2024.e34377,2405-8440
38650389,,Physiological and Molecular Mechanisms Associated with Potato Tuber Dormancy.,J Exp Bot,10.1093/jxb/erae182,1460-2431
38442829,,Rheological and tribological properties of native potato starch agglomerated by fluidized bed granulator.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.130600,1879-0003
38863245,,"RNAi-mediated pest control targeting the Troponin I (wupA) gene in sweet potato weevil, Cylas formicarius.",Insect Sci,10.1111/1744-7917.13403,1744-7917
38861470,,First Report of Streptomyces brasiliscabiei Causing Common Scab on Potato in China.,Plant Dis,10.1094/PDIS-03-24-0607-PDN,0191-2917
38668350,11051996,"A Comparative Analysis of Polysaccharides and Ethanolic Extracts from Two Egyptian Sweet Potato Cultivars, Abees and A 195: Chemical Characterization and Immunostimulant Activities.",Metabolites,10.3390/metabo14040222,2218-1989
39039136,11263386,Precise soil coverage in potato planting through plastic film using real-time image recognition with YOLOv4-tiny.,Sci Rep,10.1038/s41598-024-67321-1,2045-2322
38974188,11224679,CRISPR/Cas9 genome editing of potato StDMR6-1 results in plants less affected by different stress conditions.,Hortic Res,10.1093/hr/uhae130,2662-6810
38574111,11020406,RNA three-dimensional structure drives the sequence organization of potato spindle tuber viroid quasispecies.,PLoS Pathog,10.1371/journal.ppat.1012142,1553-7374
38773935,,Genome editing of NPR3 confers potato resistance to Candidatus Liberibacter spp.,Plant Biotechnol J,10.1111/pbi.14378,1467-7652
38273660,,"Determination of Acrylamide in Coffee, Cereals, Baby Food, Cocoa, Dry Pet Food, Potato Products, Vegetable Crisps, Biscuits, Tea, Nuts, and Spices by LC-MS/MS in a Single-Laboratory Validation: First Action 2023.01.",J AOAC Int,10.1093/jaoacint/qsae007,1944-7922
38876228,,Potato oxidized hydroxypropyl starch/pectin-based indicator film with Clitoria ternatea anthocyanin and silver nanoparticles for monitoring chilled beef freshness.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.133106,1879-0003
38893561,11173643,An Attempt to Replace Pure Citric Acid with Natural Lemon Juice during Potato Starch Esterification.,Molecules,10.3390/molecules29112687,1420-3049
38792175,11124375,Preparation of Steamed Purple Sweet Potato-Based Films Containing Mandarin Essential Oil for Smart Packaging.,Molecules,10.3390/molecules29102314,1420-3049
38794393,11125077,Genome-Wide Identification of the Pectate Lyase Gene Family in Potato and Expression Analysis under Salt Stress.,Plants (Basel),10.3390/plants13101322,2223-7747
39000098,11241287,Investigating the Roles of Coat Protein and Triple Gene Block Proteins of Potato Mop-Top Virus Using a Heterologous Expression System.,Int J Mol Sci,10.3390/ijms25136990,1422-0067
38797094,,"Phenolic profile, cheminformatics, and antiplatelet aggregation activity of orange and purple sweet potato (Ipomoea batatas L.) storage roots.",Food Chem,10.1016/j.foodchem.2024.139794,1873-7072
38893945,11173434,Properties of Biocomposites Made of Extruded Apple Pomace and Potato Starch: Mechanical and Physicochemical Properties.,Materials (Basel),10.3390/ma17112681,1996-1944
38694543,11061243,Effects of inulin with different polymerization degrees on the structural and gelation properties of potato protein.,Food Chem X,10.1016/j.fochx.2024.101405,2590-1575
39062727,11276569,Transcriptome Analysis Reveals Genes and Pathways Associated with Drought Tolerance of Early Stages in Sweet Potato (Ipomoea batatas (L.) Lam.).,Genes (Basel),10.3390/genes15070948,2073-4425
39062649,11275393,Identification and Expression Analysis of UPS Gene Family in Potato.,Genes (Basel),10.3390/genes15070870,2073-4425
38714535,11076338,"ACRE, a class of AP2/ERF transcription factors, activates the expression of sweet potato ß-amylase and sporamin genes through the sugar-responsible element CMSRE-1.",Plant Mol Biol,10.1007/s11103-024-01450-z,1573-5028
38645398,11027747,Overexpression of the potato VQ31 enhances salt tolerance in Arabidopsis.,Front Plant Sci,10.3389/fpls.2024.1347861,1664-462X
38886543,11183074,Europe as a secondary distribution hub in the worldwide invasion of the potato cyst nematode Globodera rostochiensis.,Sci Rep,10.1038/s41598-024-64617-0,2045-2322
38428771,,Active cellulose acetate/purple sweet potato anthocyanins@cyclodextrin metal-organic framework/eugenol colorimetric film for pork preservation.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.130523,1879-0003
38674022,11050339,Synthetic Microbial Community Members Interact to Metabolize Caproic Acid to Inhibit Potato Dry Rot Disease.,Int J Mol Sci,10.3390/ijms25084437,1422-0067
39014327,11253553,Heat stress reprograms herbivory-induced defense responses in potato plants.,BMC Plant Biol,10.1186/s12870-024-05404-x,1471-2229
38751836,11094356,Research on improved YOLOv8n based potato seedling detection in UAV remote sensing images.,Front Plant Sci,10.3389/fpls.2024.1387350,1664-462X
37406186,,"Kinetics of thermal degradation of carotenoids related to potential of mixture of wheat, cassava and sweet potato flours in baking products.",J Sci Food Agric,10.1002/jsfa.12831,1097-0010
38611407,11011326,"Structural, Thermal, Pasting and Digestion Properties of Starches from Developing Root Tubers of Sweet Potato.",Foods,10.3390/foods13071103,2304-8158
38930310,11205985,Synthesis and Characterization of Polyaniline Emeraldine Salt (PANI-ES) Colloids Using Potato Starch as a Stabilizer to Enhance the Physicochemical Properties and Processability.,Materials (Basel),10.3390/ma17122941,1996-1944
38722893,11081373,A new point mutation in the HC-Pro of potato virus Y is involved in tobacco vein necrosis.,PLoS One,10.1371/journal.pone.0302692,1932-6203
38490458,,Enhanced control efficacy of Bacillus subtilis NM4 via integration of chlorothalonil on potato early blight caused by Alternaria solani.,Microb Pathog,10.1016/j.micpath.2024.106604,1096-1208
38819320,,The Brassinosteroid Receptor StBRI1 Promotes Tuber Development by Enhancing Plasma Membrane H+-ATPase Activity in Potato.,Plant Cell,10.1093/plcell/koae163,1532-298X
38284773,,In vitro digestion and colonic fermentation characteristics of media-milled purple sweet potato particle-stabilized Pickering emulsions.,J Sci Food Agric,10.1002/jsfa.13340,1097-0010
38980417,11233353,Genotyping-by-sequencing targets genic regions and improves resolution of genome-wide association studies in autotetraploid potato.,Theor Appl Genet,10.1007/s00122-024-04651-8,1432-2242
38731610,11085083,Verification of In Vitro Anticancer Activity and Bioactive Compounds in Cordyceps Militaris-Infused Sweet Potato Shochu Spirits.,Molecules,10.3390/molecules29092119,1420-3049
38978523,11228316,Genome-wide characterization of the GRF transcription factors in potato (Solanum tuberosum L.) and expression analysis of StGRF genes during potato tuber dormancy and sprouting.,Front Plant Sci,10.3389/fpls.2024.1417204,1664-462X
38622441,11018675,Characterisation and mapping of a Globodera pallida resistance derived from the wild potato species Solanum spegazzinii.,Theor Appl Genet,10.1007/s00122-024-04605-0,1432-2242
39045224,11263789,"Physicochemical, structural and metabolic products of yogurt as affected by Coriolus versicolor fermented sweet potato pulp water.",Food Chem X,10.1016/j.fochx.2024.101582,2590-1575
39125807,11311812,Genome-Wide Identification and Analysis of SUS and AGPase Family Members in Sweet Potato: Response to Excessive Nitrogen Stress during Storage Root Formation.,Int J Mol Sci,10.3390/ijms25158236,1422-0067
39070166,11272610,Fertilizer management practices in potato cultivation: a baseline study for the introduction of GE potato in Bangladesh.,Front Bioeng Biotechnol,10.3389/fbioe.2024.1409996,2296-4185
39089019,,Effect of calcium chloride blanching combined with acetic acid soaking pretreatment on oil absorption of fried potato chips.,Food Chem,10.1016/j.foodchem.2024.140661,1873-7072
38613966,,Extractability and chromatographic separation of proteins from potato (Solanum tuberosum L.) trimmings.,Food Chem,10.1016/j.foodchem.2024.139301,1873-7072
38608732,11035042,Development of an attenuated potato virus Y mutant carrying multiple mutations in helper-component protease for cross-protection.,Virus Res,10.1016/j.virusres.2024.199369,1872-7492
39107692,11305037,Foliar application of salicylic acid improved morpho-anatomical features of potato by irrigating with wastewater.,BMC Plant Biol,10.1186/s12870-024-05469-8,1471-2229
38952066,,Mutation of the Vinv 5' UTR regulatory region reduces acrylamide levels in processed potato to reach EU food-safety standards.,Plant Biotechnol J,10.1111/pbi.14400,1467-7652
38824726,,The effect of ultrasound on the extraction and foaming properties of proteins from potato trimmings.,Food Chem,10.1016/j.foodchem.2024.139877,1873-7072
39008692,,Trends in acrylamide content in selected potato/sweet potato products on the Canadian market.,Food Addit Contam Part A Chem Anal Control Expo Risk Assess,10.1080/19440049.2024.2379388,1944-0057
38381158,10963447,Novel high-yield potato protease inhibitor panels block a wide array of proteases involved in viral infection and crucial tissue damage.,J Mol Med (Berl),10.1007/s00109-024-02423-x,1432-1440
38460421,,Combining recombinase polymerase amplification with tyrosine modified 2'-deoxyuridine-5'-triphosphate for direct voltammetric detection of double-stranded DNA: Application to potato pathogen Dickeya solani.,Talanta,10.1016/j.talanta.2024.125841,1873-3573
38667391,11050558,A Novel Interaction of Nesidiocoris tenuis (Hemiptera: Miridae) as a Biological Control Agent of Bactericera cockerelli (Hemiptera: Triozidae) in Potato.,Insects,10.3390/insects15040261,2075-4450
38928793,11203002,What Is Chalky? Investigating Consumer Language and Perception of Fine Particles in Beverages Containing Pea and Potato Starch.,Foods,10.3390/foods13121852,2304-8158
38638325,11024249,Applying knowledge and experience from potato (Solanum tuberosum) to update genetic stability data requirements in the risk assessment for vegetatively propagated biotech crops.,Front Bioeng Biotechnol,10.3389/fbioe.2024.1376634,2296-4185
38911985,11192018,Corrigendum: CRISPR/Cas StNRL1 gene knockout increases resistance to late blight and susceptibility to early blight in potato.,Front Plant Sci,10.3389/fpls.2024.1435731,1664-462X
38366362,11182592,Lipid transfer protein StLTPa enhances potato disease resistance against different pathogens by binding and disturbing the integrity of pathogens plasma membrane.,Plant Biotechnol J,10.1111/pbi.14310,1467-7652
38826716,11141454,Sweet potato (Ipomoea batatas L.) genotype selection using advanced indices and statistical models: A multi-year approach.,Heliyon,10.1016/j.heliyon.2024.e31569,2405-8440
38892254,11172529,Anti-SARS-CoV-2 Viral Activity of Sweet Potato Trypsin Inhibitor via Downregulation of TMPRSS2 Activity and ACE2 Expression In Vitro and In Vivo.,Int J Mol Sci,10.3390/ijms25116067,1422-0067
38844832,11157901,Genome-wide identification and expression analysis of the KNOX family and its diverse roles in response to growth and abiotic tolerance in sweet potato and its two diploid relatives.,BMC Genomics,10.1186/s12864-024-10470-4,1471-2164
38605295,11007950,Effects of appropriate low-temperature treatment on the yield and quality of pigmented potato (Solanum tuberosum L.) tubers.,BMC Plant Biol,10.1186/s12870-024-04951-7,1471-2229
38763250,,Development and application of mathematical modeling of thymol release from environmental-responsive potato starch active packaging films.,Int J Biol Macromol,10.1016/j.ijbiomac.2024.132353,1879-0003
38609227,,Identification of potato varieties suitable for cold storage and reconditioning: A safer alternative to anti-sprouting chemicals for potato sprouting control.,Food Res Int,10.1016/j.foodres.2024.114249,1873-7145
38970808,,Phytocytokine StPep1-secreting bacteria suppress potato powdery scab disease.,Phytopathology,10.1094/PHYTO-01-24-0019-R,0031-949X
38763329,,Capecitabine loaded potato starch-chitosan nanoparticles: A novel approach for targeted therapy and improved outcomes in aggressive colon cancer.,Eur J Pharm Biopharm,10.1016/j.ejpb.2024.114328,1873-3441
38776519,,"MYB24, MYB144, and MYB168 positively regulate suberin biosynthesis at potato tuber wounds during healing.",Plant J,10.1111/tpj.16845,1365-313X
39055260,11269226,Genome-wide identification and drought stress-induced expression analysis of the NHX gene family in potato.,Front Genet,10.3389/fgene.2024.1396375,1664-8021
38912820,,High Throughput Image-Based Phenotyping for Determining Morphological and Physiological Responses to Single and Combined Stresses in Potato.,J Vis Exp,10.3791/66255,1940-087X
37550770,,End-user preferences to enhance prospects for varietal acceptance and adoption in potato breeding in Uganda.,J Sci Food Agric,10.1002/jsfa.12882,1097-0010
38720716,11077023,Implementing a soil ammonium N fertilizer management for synchronizing potato N demands.,Heliyon,10.1016/j.heliyon.2024.e30456,2405-8440
37061992,,"Gibberellin 2-Oxidases in Potato (Solanum tuberosum L.): Cloning, Characterization, In Silico Analysis and Molecular Docking.",Mol Biotechnol,10.1007/s12033-023-00745-8,1559-0305
38488068,,TCP transcription factor StAST1 represses potato tuberization by regulating tuberigen complex activity.,Plant Physiol,10.1093/plphys/kiae138,1532-2548
38737256,11087962,"Identification, management and pecuniary impact of major carbon footprint contributor in potato production system of north-west India.",Heliyon,10.1016/j.heliyon.2024.e30376,2405-8440
38779411,11109303,Stability and performance analysis of storage root yield in a dataset of sweet potato varieties (Ipomoea batatas L.).,Data Brief,10.1016/j.dib.2024.110493,2352-3409
39122078,,"Ribosomal S6 kinases 2 mediates potato resistance to late blight, through WRKY59 transcription factor.",Int J Biol Macromol,10.1016/j.ijbiomac.2024.134581,1879-0003
38839221,,Multi-omics analysis of Streptomyces djakartensis strain MEPS155 reveal a molecular response strategy combating Ceratocystis fimbriata causing sweet potato black rot.,Food Microbiol,10.1016/j.fm.2024.104557,1095-9998
